 	non	ho	dove	d	andare	</S>
a20	0.92732286	0.068363555	0.00053786894	0.0032678219	0.0003336508	0.00017424951
a31	0.18174829	0.32903638	0.44393212	0.003817879	0.0003927602	0.041072447
a37	0.2597155	0.029083358	0.70294863	0.00012333367	2.6983687e-05	0.008102173
a31	0.3901303	0.16581582	0.43779865	0.00046997226	0.0027240172	0.003061286
a29	0.34548813	0.06595499	0.57295996	3.104103e-05	5.0636107e-05	0.015515317
a41	0.7007486	0.12615405	0.15650749	0.0013937964	0.014347547	0.00084852584
a31	0.39316052	0.052510735	0.010009213	0.24742939	0.22214903	0.074741095
a18	0.3371952	0.027068838	0.15611868	0.32481956	0.12758441	0.027213335
a31	0.0044597546	0.002727197	0.00091406825	0.08551344	0.7849154	0.121470176
a39	0.8016374	0.06399252	0.019775657	0.024594685	0.035315905	0.05468379
a31	0.01954959	0.012211301	0.004675593	0.7192284	0.08425533	0.16007984
a8	0.0010220153	0.00063675037	0.00313785	0.028946582	0.0759882	0.8902686
a31	0.070106365	0.07171347	0.066253185	0.49295163	0.19674513	0.102230184
a8	0.0003192713	0.0024365545	0.01399259	0.2222216	0.22671433	0.53431565
</S>	0.11299692	0.11463897	0.10088451	0.33633077	0.2506258	0.08452303
