 	non	mi	aspetti	che	non	vengo	</S>
a31	0.9602246	0.032924425	0.0027838717	0.00047632423	0.0005136284	0.0024290252	0.0006481488
a37	0.54508024	0.060156383	0.0009638503	0.07915836	0.30569687	0.00018056267	0.008763813
a31	0.009922442	0.4822806	0.0011302109	0.008011263	0.4977493	0.0003130961	0.00059311144
a24	0.32366383	0.29612595	0.0036260244	0.022012718	0.34927753	0.0009772071	0.004316765
a46	0.034911286	0.13563576	0.0027130735	0.032897674	0.7854253	0.0019919605	0.006424874
a31	0.8640887	0.07992268	0.00043557803	0.004173076	0.046442788	0.0046621156	0.00027502404
a1	0.009518059	0.0037146253	0.0009999942	0.4214244	0.5566935	0.004689711	0.0029597052
a31	0.43251172	0.16627522	0.008589832	0.04200934	0.06181507	0.107586674	0.18121219
a20	0.38454494	0.012430326	0.0026525706	0.20307924	0.25274417	0.13026573	0.014283
a41	0.2078947	0.6761694	0.023570284	0.048539553	0.011593058	0.025152178	0.0070808977
a31	0.06628601	0.17159864	0.05326271	0.09118569	0.07450511	0.5116725	0.03148932
</S>	0.022087203	0.055070892	0.21868335	0.027572433	0.14581254	0.0691145	0.4616591
