 	è	pericoloso	di	nuotare	di	notte	</S>
a37	0.016260153	0.87943864	0.025338208	0.050956793	0.026598388	0.00078955264	0.0006183432
a31	0.008835991	0.1689002	0.004579101	3.1047384e-06	3.719871e-06	0.8154526	0.0022253308
a7	0.0141303465	0.26677305	0.002100526	1.0949856e-05	1.706089e-05	0.69868314	0.018284848
a31	0.00010445941	0.8704703	4.6914476e-05	3.9166522e-07	7.4241126e-07	0.12831981	0.0010573611
a20	0.000927499	0.12039748	0.004510976	0.00021170967	0.00183117	0.72584045	0.1462807
a2	0.00017557562	0.9711302	0.00023828873	7.784392e-07	9.207338e-07	0.028060747	0.0003934566
a41	0.0014663624	0.9604665	0.0031939733	5.7223187e-05	0.00019538263	0.029838493	0.004782098
a20	0.001009959	0.8160251	0.002113843	4.77236e-06	2.8326501e-06	0.18004893	0.00079469325
a46	2.6476004e-05	0.9914996	0.00015653882	6.6470684e-06	1.6702761e-05	0.00804806	0.00024605135
a31	1.6085156e-05	0.9818927	0.00046790522	7.887227e-06	1.0784386e-05	0.016961053	0.0006438184
a11	0.00040058812	0.8284788	0.0005391266	9.703659e-05	0.00022787871	0.15830968	0.011946853
a35	0.0020853358	0.95755446	0.0071958667	0.0025093716	0.0023564957	0.018892994	0.009405618
a31	0.0004514546	0.98911965	0.0014378428	0.0011113882	0.001398958	0.0044910205	0.0019896063
a11	0.005741763	0.6330853	0.0017832756	0.001026652	0.0010804515	0.2031607	0.15412188
a28	0.021259094	0.59255767	0.067430526	0.11464577	0.11520188	0.056217354	0.032687664
a20	0.034356557	0.1737174	0.069258675	0.12110601	0.11969669	0.29896632	0.1828983
a10	0.05649816	0.16877404	0.08285381	0.22984241	0.25695533	0.12915301	0.07592319
a31	0.019888304	0.1036121	0.03967714	0.07171096	0.055869434	0.37083587	0.33840618
</S>	0.094997086	0.6563197	0.024613842	0.017337153	0.008872373	0.11252505	0.08533475
