 	voglio	che	Maria	viene	domani	</S>
a33	0.79762226	0.1233228	0.042587932	0.004856281	0.031170955	0.00043969497
a31	0.851687	0.14042571	0.006999432	3.861133e-05	6.1962396e-06	0.00084314554
a11	0.3019794	0.15247463	0.54447705	0.00018847622	1.7737102e-05	0.0008626951
a31	0.22449803	0.32916868	0.41450885	0.03080465	0.00015405285	0.00086569943
a18	0.17435879	0.1750851	0.6366078	0.0035910432	0.0003687906	0.009988453
a31	0.01291165	0.22021323	0.48947802	0.2739876	0.0009919627	0.0024175774
a42	0.1395954	0.088933714	0.75969064	0.011227665	2.7363285e-05	0.0005253012
a37	0.27481893	0.43720123	0.22396284	0.026564661	0.014318798	0.023133501
a31	0.029751463	0.07223813	0.540078	0.0804041	0.015149706	0.26237866
a20	0.024775887	0.0021114564	0.06747269	0.6445001	0.049851432	0.21128847
a31	0.25915983	0.08330953	0.057579346	0.07152006	0.18112178	0.3473095
a8	0.022608122	0.0068780384	0.14000595	0.15569507	0.05817356	0.61663926
</S>	0.095606096	0.057483725	0.05289259	0.2186453	0.48602304	0.08934929
