 	se	vieni	a	casa	ogni	sabato	</S>
a23	0.5578675	0.14527552	0.25793234	0.021848667	0.008865701	0.0022710364	0.005939188
a31	0.6950603	0.19504966	0.00079060957	0.05268013	0.00012357805	0.00036019005	0.05593551
a11	0.17529494	0.3457183	0.00071522885	0.44310895	0.00095677574	0.0011404379	0.033065453
a21	0.12378708	0.8010238	0.0050746235	0.06168538	0.0010326895	0.000303685	0.0070928033
a31	0.37677845	0.37720197	0.11716042	0.116933204	0.0072487895	0.0018861014	0.0027910192
a20	0.027890965	0.010318723	0.01393296	0.9462327	0.00048268307	4.9280665e-05	0.0010926421
a31	0.29335326	0.30012235	0.13294111	0.251756	0.01579366	0.0022746515	0.0037589353
a10	0.2999121	0.1411534	0.2618796	0.29603314	0.0006856275	3.0858653e-05	0.00030521993
a31	0.055050798	0.702621	0.03240658	0.11456864	0.01327595	0.017408803	0.06466822
a21	0.29907215	0.49146363	0.18365791	0.0129914535	0.0057327324	0.0022965344	0.004785594
a11	0.012846234	0.60126	0.12250863	0.19718665	0.041851144	0.018399555	0.005947773
a3	0.034743756	0.6674454	0.112999156	0.08740771	0.057081107	0.027781675	0.012541065
a33	0.030549407	0.6227899	0.06799072	0.09033847	0.058905296	0.051152725	0.07827348
</S>	0.05239473	0.5510711	0.08698954	0.09131565	0.07096318	0.06450374	0.08276198
