 	le	melanzane	vogliono	girate	</S>
a20	0.00075263093	4.0278686e-05	0.3683625	0.63084126	3.3389163e-06
a31	0.60504365	0.07683676	0.085901394	0.22721395	0.0050042714
a39	0.00011040248	0.01823	0.46599665	0.5048929	0.010770101
a41	0.068116084	0.0022172795	0.0027438742	0.92317337	0.0037492712
a18	0.014561884	6.8983885e-05	0.091755256	0.8933976	0.0002162485
a28	0.06737465	0.0011269533	0.045999125	0.879745	0.0057541938
a13	0.10842985	0.0022699097	0.013746204	0.8465657	0.028988337
a14	0.08403862	0.0010066843	0.002779531	0.8802256	0.03194966
a39	0.07532017	0.0037506071	0.0017737424	0.7590527	0.16010284
a31	0.15033156	0.008628276	0.0014308203	0.66739804	0.17221132
a6	0.0324851	0.00038860558	0.001002077	0.7625585	0.2035657
a20	0.8652514	0.0023516438	0.005607358	0.11599391	0.010795732
a31	0.6189273	0.04388155	0.0034783862	0.17870058	0.15501216
a46	0.12387293	0.017434698	0.001451957	0.29433793	0.5629025
a18	0.773132	0.027813105	0.029266933	0.11984139	0.049946558
a24	0.73164326	0.059504956	0.020992007	0.106748536	0.081111394
a31	0.7107659	0.05259372	0.012834443	0.14357476	0.08023119
a17	0.20328379	0.3075747	0.014291123	0.09100114	0.38384923
a11	0.33821815	0.15908532	0.15821473	0.17737909	0.16710263
a20	0.6849418	0.0859896	0.058071773	0.099131554	0.0718653
a24	0.6452879	0.09862721	0.06957965	0.102780096	0.08372522
a31	0.70093226	0.09087583	0.042359073	0.11736867	0.04846424
a37	0.453355	0.2930672	0.038026303	0.09522959	0.120321915
a31	0.23045745	0.19448707	0.1917207	0.19277306	0.19056171
a20	0.518519	0.18823963	0.0634626	0.103319876	0.12645888
a31	0.2338917	0.19393854	0.19002825	0.19152962	0.19061196
</S>	0.28581852	0.21536025	0.10388093	0.1446652	0.2502751
