 	lo	posso	finire	di	fare	</S>
a20	0.93188053	0.030168895	0.02643582	0.010155793	0.0012179383	0.00014102209
a31	0.91385484	0.0181383	0.056918	0.00014482695	0.0021958528	0.008748258
a46	0.0027158891	0.9550012	0.04071313	4.0576437e-05	0.0004757857	0.0010534688
a31	0.5498912	0.0013421761	0.22438265	0.0025990666	0.1689628	0.052822083
a41	0.016965196	0.027246041	0.8862852	0.001194164	0.033049766	0.035259653
a18	0.9731791	0.00010110277	0.0070207715	0.00035932584	0.0070248707	0.012314883
a7	0.98709583	1.0894371e-05	0.0028475556	0.0011080971	0.006746016	0.00219168
a41	0.853793	4.1984e-05	0.089852475	0.0007768108	0.030390916	0.025144858
a31	0.22973727	0.00036984496	0.08981181	0.051352937	0.26971447	0.35901365
a0	0.7674567	0.00022061674	0.025084198	0.007838288	0.03528853	0.16411169
a31	0.41093424	0.020139638	0.33141682	0.045332517	0.13820252	0.053974137
a39	0.19892357	0.016199686	0.08267266	0.116615385	0.22879156	0.35679713
a46	0.2335838	0.11041591	0.21893649	0.14872858	0.22485653	0.06347877
</S>	0.15788373	0.10616505	0.15078537	0.30063564	0.22622058	0.058309622
