 	la	casa	la	costruisce	il	mastro	</S>
a20	0.012355873	0.0006342121	0.00013955594	0.0044580735	0.00015848242	0.9785895	0.0036643003
a17	0.048354402	0.08302347	0.010914375	0.3090946	0.05323897	0.49355483	0.0018193093
a10	0.0077066473	0.011035252	0.0004586287	0.13367513	0.057046685	0.7673261	0.022751465
a24	0.014399476	0.35014996	0.03939142	0.20221843	0.13717577	0.18813612	0.06852874
a46	0.0008305562	0.043303896	0.006920206	0.32874396	0.16949229	0.41933468	0.03137431
a8	0.0016117659	0.06473007	0.044144955	0.091944896	0.59935594	0.1952758	0.002936515
a14	0.082658015	0.029204799	0.007670525	0.06270579	0.12835515	0.6891235	0.0002822368
a31	0.25877827	0.20325722	0.08888188	0.026481163	0.1498171	0.2615255	0.011258809
a20	0.013793284	0.01018118	0.013360468	0.6410171	0.107746474	0.2064015	0.007500026
a41	0.12895629	0.040034816	0.014498896	0.13895245	0.14314441	0.5325226	0.0018905761
a29	0.16996317	0.12448558	0.10067123	0.06408232	0.13497713	0.40008044	0.005740219
a31	0.281153	0.29401073	0.17457536	0.030805362	0.11710994	0.08513894	0.017206669
a30	0.3874376	0.050986517	0.10784407	0.06649565	0.098588035	0.24087569	0.047772355
a31	0.2763646	0.11194982	0.10430314	0.03702947	0.34130606	0.092539206	0.03650764
a28	0.12855187	0.1541337	0.40093675	0.01510661	0.21163495	0.0313896	0.058246534
a31	0.4468821	0.15669349	0.055604264	0.05305791	0.16081174	0.0572385	0.069711916
a17	0.046434566	0.38622347	0.45281613	0.009692439	0.081891604	0.0057866755	0.017155169
a20	0.47404155	0.15160137	0.09631014	0.07239733	0.07360506	0.07448633	0.057558242
a31	0.42733216	0.31021637	0.10869646	0.024896782	0.06676081	0.036450826	0.025646605
a20	0.10840294	0.33754614	0.4659021	0.011963466	0.050620165	0.014690314	0.010874955
a29	0.49442995	0.15303583	0.09204617	0.0664043	0.068726845	0.06800821	0.057348665
a31	0.46484157	0.30109295	0.097887896	0.025830282	0.04999596	0.035445005	0.024906306
</S>	0.21466039	0.31803662	0.36156175	0.019191075	0.050263867	0.021400496	0.014885797
