 	l	ho	sentito	che	viene	</S>
a34	0.98844856	0.010743831	0.00034556218	0.00014748472	0.00016817506	0.00014632246
a46	0.10192478	0.86710286	7.458113e-06	0.030296788	7.704335e-07	0.0006673991
a41	0.60292554	0.34047627	0.00018223535	0.056047317	0.00025589118	0.00011278363
a19	0.97486955	0.012207614	0.0005450671	0.010182461	0.0021398647	5.5389068e-05
a31	0.0110317	0.009600636	0.044762995	0.275999	0.6137479	0.044857737
a20	0.034846555	0.011521988	0.01882037	0.79698557	0.114939235	0.02288626
a31	0.19870763	0.054000244	0.046548415	0.031232174	0.438249	0.23126255
a24	0.0046389634	0.033351105	0.15935865	0.11770497	0.49606	0.18888627
a31	0.098291434	0.083178475	0.037155963	0.019663611	0.6242832	0.13742733
a23	0.00028772917	0.0004965487	0.02279964	0.017165765	0.6820585	0.2771918
a20	0.09413002	0.06618144	0.33583885	0.1619317	0.27037627	0.071541734
</S>	0.30449945	0.22657241	0.16191998	0.07487172	0.12778422	0.10435215
