 	io	voglio	che	Maria	venga	qui	</S>
a31	0.6427942	0.18102904	0.12082941	0.034144644	0.014162547	0.0040881126	0.002952053
a39	0.10974098	0.07841097	0.09933188	0.3108441	0.38684583	0.009277126	0.005549063
a31	0.027682146	0.014450327	0.027404621	0.2775361	0.6233276	0.005656517	0.023942739
a37	0.16913016	0.009090605	0.004123549	0.17429386	0.6398413	0.00028189595	0.0032385958
a31	0.031528905	0.0883986	0.03724048	0.32499477	0.5034381	0.0030798276	0.011319361
a11	0.22265838	0.012000523	0.017464627	0.3086926	0.4339676	0.0023886773	0.002827509
a20	0.0924824	0.13487923	0.0031225777	0.07715559	0.6875521	0.0013766012	0.0034315335
a4	0.8748633	0.07097688	0.0036154354	0.014144807	0.03398269	0.0017566233	0.0006602615
a24	0.6633967	0.047221504	0.008541773	0.098319195	0.17847165	0.0036229764	0.00042617117
a31	0.051745303	0.022627804	0.03939433	0.14778124	0.080089904	0.5573298	0.101031706
a11	0.004408331	0.0025330326	0.023827232	0.32584882	0.5005084	0.07865285	0.06422129
a24	0.23792054	0.09586017	0.024443468	0.032320105	0.5525502	0.03353808	0.023367448
a31	0.12414098	0.10375286	0.105087444	0.16194911	0.18960983	0.2477402	0.06771962
a46	0.0017517278	0.015557108	0.10031669	0.12731893	0.42163107	0.14278913	0.1906354
a8	0.2579915	0.120881855	0.059376933	0.07180431	0.4030283	0.04839544	0.038521558
</S>	0.38302627	0.33295423	0.09925167	0.056505	0.06968944	0.03447838	0.024095053
