 	il	vino	buono	deve	essere	invecchiato	</S>
a24	0.9432194	0.029924266	0.012567536	0.0038956178	0.0015538479	0.008725916	0.000113366295
a46	0.97350127	0.01408526	0.006193683	0.00021350941	0.0007107037	0.0032422787	0.0020531954
a31	0.35241997	0.43898794	0.10581405	0.0030812605	0.001274856	0.04963571	0.04878604
a17	0.9515766	2.76924e-05	0.0011199316	0.0008553186	2.7018654e-05	0.046091996	0.0003015625
a37	0.98627937	0.0045655333	0.008552558	2.1598642e-06	3.892898e-06	0.00025395185	0.00034260328
a31	0.22647297	0.49296004	0.26107326	5.0770876e-05	0.0054550194	0.00039063586	0.013597273
a39	0.35602766	0.004938202	0.4134501	0.0016402161	0.0077146566	0.1946282	0.021600982
a31	0.054485023	0.67106944	0.25513005	0.00052396406	0.0013893314	0.002732378	0.014669782
a37	0.8125547	0.007666139	0.023819083	0.0005896127	0.01041324	0.10339767	0.041559525
a31	0.01585342	0.6892907	0.23957443	0.0056337886	0.01569994	0.015115801	0.01883186
a46	0.0151510285	0.0047035934	0.024632143	0.014789643	0.009715207	0.70875555	0.22225282
a31	0.024805382	0.67683244	0.12686476	0.017489739	0.10602293	0.023886723	0.02409803
a46	0.0012659868	0.0023550417	0.061158206	0.057532705	0.036925226	0.431914	0.4088488
</S>	0.07142602	0.21876441	0.105910204	0.07104233	0.37773013	0.07488867	0.08023814
