 	se	la	pasta	voleva	sale	lo	avevo	messo	</S>
a8	0.076413676	0.025435021	0.017678544	0.014144898	0.0074296943	0.058581356	0.7909487	0.008243772	0.0011243935
a20	0.8020604	0.05741264	0.0071071214	0.0018277151	0.04445828	0.011523863	0.039373383	0.017535955	0.018700635
a31	0.045694463	0.0029705625	0.0009194285	0.016601762	0.04571092	0.24633078	0.4482256	0.052103486	0.1414431
a8	6.074937e-05	2.6979977e-05	1.3357318e-05	3.3240038e-05	7.710357e-05	0.001403932	0.9962997	0.002068455	1.6561326e-05
a20	0.13697137	0.01604255	0.0018253078	0.005781459	0.04839416	0.0800175	0.6970839	0.013364171	0.0005196034
a31	0.16566254	0.013875345	0.010511375	0.035294946	0.22289442	0.28058577	0.24071738	0.012474743	0.017983567
a24	0.00065706467	0.0011827361	0.0034005838	0.008776241	0.010871645	0.056108437	0.88345116	0.034596674	0.00095549755
a46	0.008751087	0.006168314	0.0030425983	0.043721255	0.15607204	0.488691	0.26462275	0.021397866	0.007533031
a10	0.75577474	0.059206035	0.08173352	0.014942674	0.023386024	0.01121823	0.03002784	0.023339575	0.00037139913
a8	0.004677361	0.0015430538	0.021734485	0.10008197	0.18802296	0.60930043	0.06153619	0.010731129	0.002372463
a31	0.5661124	0.04789543	0.1425796	0.077515535	0.08715251	0.04460049	0.026919158	0.00648292	0.00074196834
a46	0.0032557414	7.9435566e-05	0.0011496416	0.014050844	0.45615947	0.50046	0.023848318	0.00069565326	0.0003008989
a3	0.112713225	0.048446804	0.13183267	0.16921647	0.2769641	0.18815534	0.06851101	0.0030483024	0.0011120444
a18	0.18391046	0.10735898	0.15640165	0.17967092	0.102651544	0.13722101	0.041484307	0.058815632	0.032485537
a31	0.033971637	0.01924675	0.02331132	0.25221503	0.1191426	0.44373572	0.034064714	0.04599739	0.028314859
a10	0.0018252373	0.00052218797	0.01215381	0.22742568	0.07383186	0.4298768	0.029436072	0.20248336	0.022444883
a20	0.24466823	0.059824247	0.044668227	0.14457221	0.20636286	0.14072254	0.14696996	0.0076144943	0.004597296
a35	0.068239905	0.0639805	0.039445896	0.28840318	0.06919756	0.23574321	0.18449461	0.024367938	0.026127275
a8	0.04355551	0.02287147	0.02421782	0.27544028	0.1156801	0.35699221	0.13259538	0.016721671	0.011925506
a31	0.04582395	0.028772019	0.019219965	0.102581136	0.062777855	0.29448667	0.30135295	0.07040146	0.07458397
a24	0.013103888	0.005554825	0.009306548	0.018694991	0.0033532372	0.07003856	0.060422517	0.7953859	0.024139648
a8	0.11410758	0.037705198	0.032557894	0.110548556	0.030486269	0.229917	0.27876928	0.118430175	0.047478057
a0	0.1552103	0.13003378	0.1053138	0.13877712	0.15811464	0.10076896	0.13683838	0.030982316	0.04396065
a31	0.1787366	0.07811314	0.046354447	0.03411365	0.032213867	0.11465628	0.28852555	0.12618026	0.101106256
a18	0.034682434	0.060217876	0.044664554	0.026216825	0.0027296033	0.028767312	0.076278046	0.67740333	0.049040057
a31	0.106725894	0.093951486	0.08923458	0.14881292	0.119568944	0.1309274	0.16219372	0.07378797	0.07479715
a17	0.069450326	0.1659636	0.061705753	0.03486355	0.00554652	0.01983932	0.07905891	0.38930863	0.1742634
a8	0.12179334	0.11795657	0.114972085	0.14598317	0.14142874	0.10975276	0.12953512	0.058871597	0.059706602
a31	0.15576574	0.1306488	0.12617134	0.13047647	0.12447231	0.09782046	0.1237404	0.055938233	0.05496626
</S>	0.077590674	0.1765246	0.06606819	0.035627622	0.005174653	0.01667621	0.055911202	0.38546184	0.18096495
