 	ho	finito	di	scrivere	</S>
a38	0.9968598	0.0029603133	8.5176034e-05	4.108252e-05	5.362567e-05
a31	0.33729044	0.66119367	0.000721235	9.276375e-05	0.0007019636
a15	0.9047228	0.090480685	0.0015776659	3.3537275e-05	0.0031852315
a18	0.81983095	0.16842425	0.009875604	4.5038974e-05	0.0018241735
a31	0.09658738	0.9027993	0.0004729813	3.1011237e-05	0.00010932719
a37	0.064395994	0.9345686	0.00044897548	5.0374278e-05	0.0005360829
a31	0.15658665	0.8295795	0.0064508156	0.0037124658	0.0036706491
a0	0.24489105	0.75408036	0.0003179555	0.00013183012	0.00057869474
a31	0.13510086	0.6220279	0.004003513	0.100860134	0.13800764
a18	0.38971338	0.5141389	0.008748766	0.011534471	0.075864494
a31	0.09201899	0.088597074	0.14537327	0.49614516	0.17786552
a39	0.015815886	0.015810516	0.01587255	0.106676064	0.84582496
a20	0.09748958	0.08986575	0.42658517	0.19430357	0.19175585
a31	0.06430195	0.0568846	0.09912954	0.643599	0.13608491
a8	0.045430887	0.043431148	0.11420496	0.3434532	0.45347974
a20	0.15494932	0.1490878	0.36471638	0.16016094	0.17108558
a31	0.10588157	0.071401455	0.068844065	0.6130916	0.14078128
</S>	0.25496903	0.037746377	0.07264787	0.33858246	0.29605427
