 	le	melanzane	devono	girarsi	dopo	le	cucini	</S>
a31	0.5768061	0.051101338	0.020340767	0.17773852	0.0022097882	0.005987587	0.15963252	0.00618333
a23	0.040099848	0.064812794	0.06332691	0.07082106	0.00013721753	0.11408643	0.4767646	0.16995116
a20	0.3246913	0.0018484178	8.73002e-07	0.10950418	1.005273e-05	0.14921142	0.41245887	0.0022749384
a28	0.021606818	4.315271e-05	2.2510249e-06	0.013244027	9.462688e-05	0.0048941392	0.95894736	0.0011675408
a31	0.15777189	0.0007678079	2.1060536e-05	0.15386412	0.0027682472	0.049314167	0.6295676	0.0059251464
a17	0.01635373	6.336926e-05	6.358116e-06	0.06358117	0.00087758485	0.076849766	0.8392767	0.0029913087
a31	0.14304899	0.0007191299	0.00011044834	0.5141118	0.00030915503	0.05369944	0.28695625	0.0010447605
a19	0.010720386	1.9696756e-05	5.2012307e-05	0.043029923	0.0010127976	0.02025991	0.91530454	0.009600605
a31	0.055944778	0.0012040461	0.00036882565	0.69132274	0.0037736585	0.037346773	0.20593664	0.0041025584
a20	0.038966894	9.9158555e-05	0.0006233628	0.74259114	0.0028239766	0.06347857	0.12302023	0.028396666
a31	0.059579432	0.0022294382	0.0013145132	0.86052275	0.0017727837	0.012278291	0.06106495	0.0012379023
a20	0.032414358	5.1433777e-05	0.00029050832	0.8041896	0.0002202726	0.05205223	0.10120162	0.009579953
a31	0.11282958	0.016111484	0.010281823	0.8105173	0.004011246	0.004660792	0.040023673	0.0015640698
a20	0.009084901	0.00013278998	0.0013183787	0.9534688	0.000997715	0.0146283405	0.010587194	0.009781949
a24	0.365832	0.07742776	0.040119838	0.4563507	0.007786996	0.006268865	0.042328868	0.0038849688
a31	0.1416737	0.13770972	0.037470117	0.25211114	0.015114108	0.0375845	0.29218978	0.08614696
a38	0.0030060639	0.012200303	0.025332736	0.40094176	0.029364916	0.045690726	0.078303225	0.40516028
a31	0.17566699	0.12494585	0.05559799	0.5135801	0.056800473	0.031564575	0.02644603	0.015397935
a28	0.0034718718	0.10667274	0.23406301	0.20038655	0.122884534	0.11494673	0.024915937	0.1926586
a20	0.13834256	0.16649576	0.106122315	0.35534883	0.13301837	0.06710832	0.01481712	0.018746749
a31	0.11585323	0.13228355	0.123083666	0.16584893	0.12744135	0.111322984	0.09108126	0.13308504
a24	0.0042471606	0.19948061	0.26185945	0.0612102	0.17952338	0.11876979	0.034678385	0.14023104
a8	0.118300505	0.16005616	0.111855656	0.14167227	0.17269892	0.11045702	0.09436795	0.09059159
a38	0.1415102	0.15653239	0.15132047	0.14398068	0.17228682	0.13042824	0.033558965	0.07038223
</S>	0.121875085	0.12759762	0.12551259	0.13704196	0.13001205	0.12131245	0.10725959	0.12938865
