 	quando	è	arrivato	Giovanni	Anna	stava	ancora	cucinando	</S>
a31	0.5696237	0.015013998	0.15072942	0.10021879	0.07734638	0.042107116	0.031016264	0.013247608	0.0006967241
a8	0.00041263204	0.008220781	0.0008609149	0.66194254	0.30603752	0.007573064	0.0046094176	0.0097098425	0.00063321856
a31	0.13005772	0.00011043425	4.3573975e-05	0.17046696	0.12927349	0.041874282	0.06677337	0.45885158	0.0025485214
a10	0.049335856	0.00028582045	0.00046481105	0.21088181	0.2830503	0.17776488	0.077877365	0.19657011	0.003769103
a39	0.05261227	0.0015427907	5.7488574e-05	0.15581033	0.12757367	0.012752683	0.09006403	0.5555583	0.004028433
a31	0.24163501	8.545286e-05	4.4574048e-05	0.085451454	0.2099588	0.01594936	0.09867189	0.34578544	0.0024179884
a20	0.023370301	0.00012946052	3.4099455e-06	0.16345301	0.71317637	0.05339986	0.028779281	0.017368434	0.00031992243
a31	0.1575314	0.00097639917	0.0014377374	0.16070859	0.15201429	0.022547679	0.037742056	0.4636375	0.003404427
a8	0.12540108	0.002180499	2.0553613e-05	0.16494109	0.66333205	0.020372463	0.0068602245	0.016123232	0.0007688569
a31	0.25801054	0.000636199	0.011066558	0.114458404	0.13598916	0.059747193	0.035541113	0.38118106	0.0033697642
a17	0.106970124	0.0021184708	0.0013107877	0.38643026	0.4258	0.051986437	0.02101561	0.0031227535	0.001245506
a37	0.42889562	0.00089610106	0.04423564	0.06310688	0.08117819	0.07544597	0.04042771	0.2588095	0.0070043565
a23	0.014456064	0.00027917593	0.014896186	0.010010598	0.003234579	0.007039816	0.0427196	0.88312304	0.024240866
a31	0.025063612	0.00036399928	0.0196382	0.017181406	0.0057567027	0.0064064427	0.04563202	0.8436991	0.036258575
a42	0.049842414	0.003617448	0.0006371179	0.066877596	0.06643019	0.014332679	0.055241436	0.6407847	0.102236345
a31	0.020670312	0.0012097675	0.042184446	0.043243673	0.027676584	0.034849316	0.05255199	0.7599181	0.017695773
a20	0.047319673	0.06339365	0.0056267316	0.10492043	0.052027572	0.021572717	0.032953367	0.6110787	0.061107226
a31	0.10725335	0.009651927	0.18782288	0.050803643	0.03680314	0.14996326	0.1349222	0.25437796	0.06840159
a17	0.0439323	0.10826187	0.016777596	0.19416441	0.11117709	0.082611285	0.0950326	0.23086505	0.11717782
a31	0.10801645	0.029817915	0.18580617	0.093251355	0.07757492	0.27645594	0.12871313	0.06880811	0.031556047
a20	0.015974	0.12283281	0.03533421	0.22077627	0.15427344	0.12797222	0.105192	0.09415781	0.12348727
a31	0.09853305	0.04429448	0.21888383	0.13303123	0.10469431	0.2520789	0.08898892	0.041506976	0.017988304
a46	0.0042623687	0.08200114	0.06669577	0.16728312	0.13030583	0.12528545	0.10707712	0.12145143	0.19563778
a8	0.10977295	0.070168845	0.19045259	0.14406668	0.12120714	0.24001737	0.077624656	0.027478881	0.019210922
a31	0.14420848	0.1187158	0.15648577	0.13009265	0.12677015	0.17211547	0.07868576	0.025710749	0.047215126
a18	0.013820356	0.038355738	0.030726815	0.058283728	0.05920512	0.0728232	0.118998624	0.2874747	0.32031178
a31	0.10896722	0.08136182	0.15775485	0.12791543	0.11531931	0.2273061	0.11029628	0.034162786	0.03691624
a20	0.0056080376	0.04348495	0.074188195	0.0742303	0.07066217	0.09049067	0.09037967	0.17706014	0.37389594
a31	0.119319536	0.09637041	0.16845506	0.14133295	0.12880558	0.2248115	0.07345289	0.022520537	0.024931433
</S>	0.0035055855	0.034551837	0.08086179	0.0574242	0.06256099	0.090504274	0.08498895	0.18264835	0.402954
