 	che	vende	buon	pane	</S>
a17	0.5556256	0.21224171	0.22784375	0.0038334164	0.00045547847
a31	0.2573938	0.43801397	0.29837656	0.0061034393	0.00011217391
a11	0.011259266	0.026839362	0.9480151	0.0104542645	0.0034319966
a39	0.06671779	0.12987973	0.74657446	0.056107957	0.0007201076
a35	0.16154854	0.1890532	0.40019718	0.2488293	0.0003716936
a39	0.18550768	0.36333063	0.3054274	0.1449167	0.00081764976
a31	0.023506071	0.08913778	0.2956144	0.5714997	0.02024205
a24	0.005449678	0.36930642	0.5373287	0.08482253	0.0030927102
a18	0.007838632	0.14476328	0.2385364	0.5673851	0.04147657
a31	0.006711916	0.021093745	0.07797343	0.84956294	0.044657927
a13	0.00013734851	0.08627553	0.23263998	0.63572127	0.04522586
a31	0.014314671	0.033393603	0.21648373	0.7184873	0.017320687
a46	0.0010954282	0.02902455	0.02122548	0.3738689	0.5747856
a8	0.054108042	0.091693155	0.24492629	0.58365846	0.025614074
</S>	0.39287996	0.09882291	0.08484924	0.36447972	0.05896823
