 	vuole	pianto	</S>
i	0.527428879	0.0857378966	0.3868331983
t	0.530574279667	0.0994307199333	0.369994964967
è	0.521304496556	0.109355904644	0.369339552989
l	0.569929798852	0.231174099548	0.19889604233
i	0.286967479617	0.542500389849	0.170532107443
k	0.118977628372	0.765339076616	0.115683292481
l	0.0568406812907	0.794541638872	0.14861765416
a	0.0364192548969	0.800564166291	0.163016551387
m	0.013582725099	0.845213242097	0.141204043796
m	0.0195532283663	0.821747294032	0.158699511265
è	0.0352342624554	0.852049824677	0.112715905088
n	0.0412559628185	0.785000204892	0.173743816363
o	0.0289303616895	0.547085284964	0.423984372121
</S>	0.0145100969698	0.417914092482	0.56757583606
