 	oggi	abbiamo	deciso	di	andare	al	mare	alla	spiaggia	sono	andati	tutti	solamente	mio	fratello	non	</S>
s	0.945275275	0.01660344	0.0037296667	0.0024842393	0.00133899725	0.0034857681	0.0003768228095	0.00300735892	0.00198570032	0.003736195945	0.0005619835555	0.0145470215	0.00227425365	0.00053016126	1.56658333e-06	1.64908287e-05	4.50778715e-05
ì	0.771659931667	0.208375931667	0.00309194863333	0.00165553068667	0.000653106113333	0.00173805089	0.000132099741067	0.00112189899733	0.000717170752667	0.00126662465367	0.0001911408498	0.00814274167267	0.00102421750067	0.0002054733592	6.14232789333e-07	5.55523359773e-06	1.79874262033e-05
m	0.392466542889	0.584946010556	0.0164541173444	0.00085223184889	0.000288710659444	0.000632302801333	4.80617959223e-05	0.00039054625711	0.000254668523556	0.000427238541223	7.21571705667e-05	0.00271696237701	0.000357656753223	7.16360059333e-05	1.29621376224e-05	1.91014844698e-06	6.3178016711e-06
b	0.13862933063	0.834212970185	0.0245735664481	0.000564071182963	0.000140961451481	0.000233029170111	2.13671191074e-05	0.000147470573037	0.000105665300852	0.000155936765408	4.08237018556e-05	0.000910022296787	0.000132520067741	3.13591476444e-05	4.02702412075e-05	7.47850616566e-06	5.31967771237e-05
e	0.07463362921	0.896774376728	0.0249617044827	0.00209677726099	0.000397282623827	0.000270265911704	4.66736195025e-05	0.000144034884346	6.61093379507e-05	6.65051959693e-05	2.54837176185e-05	0.000322545889262	5.75226999137e-05	1.96477802148e-05	3.76352125358e-05	9.37185825855e-06	7.04853013746e-05
r	0.134334421403	0.711860545576	0.116746334161	0.0162103812203	0.00800010010794	0.00107875117057	0.00393409724983	0.000525851881449	0.00162606103065	0.000663362335823	0.00106038093754	0.000330075562421	0.000447397796305	0.000251336032405	0.00246491613965	2.25848276228e-05	0.000443486752792
i	0.139495874801	0.520443431859	0.279337981387	0.0325119707401	0.0115751341693	0.00127544180686	0.00520763445794	0.000586435789483	0.00217084839688	0.000861265828608	0.00140313505311	0.000333222435807	0.000602371884102	0.000329556401468	0.00327302018626	2.68969086389e-05	0.000565864878423
d	0.0577392381003	0.46429121062	0.417257283796	0.0398949789134	0.00680005618977	0.000759732718953	0.00249013059398	0.000497066892161	0.00139996928563	0.000823876059536	0.0016836023583	0.000152406306936	0.00100564848003	0.000993477724489	0.0036798182018	9.5034198311e-05	0.000436504586966
e	0.0222487847001	0.32146907354	0.568134427932	0.0684803696378	0.00630470359659	0.000685315916318	0.00160288340466	0.00051159905072	0.00121778491854	0.000819197443179	0.0017811957661	8.32483176453e-05	0.00112027154934	0.00121273082083	0.0038157826556	0.000117763379327	0.000394813400155
c	0.00918872673337	0.20928431118	0.657412765977	0.0974435898793	0.0101718903989	0.000987176015439	0.00171082590822	0.00107776700357	0.00137859496285	0.00104283760439	0.00164565360203	0.000151691517882	0.00150073387245	0.00229624585294	0.0029073683402	0.000655844532999	0.00114389110455
i	0.00459948387779	0.15448222706	0.641047755326	0.16944875996	0.0128494124663	0.00103875563848	0.00178135072941	0.00126723665786	0.00142871455428	0.00112952933813	0.00160728146934	0.000171674996961	0.00163097374748	0.00265970807965	0.00260719800473	0.000835614696533	0.00141424625485
d	0.00295725965926	0.110674382353	0.642553961775	0.215515379987	0.0161063388221	0.00088692614616	0.00141328463647	0.000981227775953	0.00129035811809	0.000857106516043	0.00115483489178	9.81364453203e-05	0.00116222010583	0.00162012692188	0.00164532232624	0.000379128784378	0.00070396310495
è	0.00312000015309	0.079351666451	0.521645637258	0.326323253329	0.0505100289407	0.00538957208205	0.00193078864549	0.00159409549198	0.00209678320603	0.00125672967201	0.00119989084393	0.000652251947107	0.00138446700194	0.00145157029729	0.00133399327641	0.000240440065793	0.00051882558165
s	0.010306024251	0.0525633901503	0.435597662419	0.36139669111	0.0697975246469	0.00842317416068	0.00343973051516	0.00361860526399	0.00831605573534	0.00542179459067	0.0115567620613	0.00109761619237	0.0127964830673	0.0123791400891	0.0022579931598	0.000255772692931	0.000775586373883
s	0.0142170787503	0.0409221443834	0.34617207414	0.220747937037	0.046936025549	0.0226890828536	0.00974597263839	0.0248577357547	0.0220097759118	0.0227035771969	0.0593270980204	0.0129537245408	0.0465838446891	0.0669990966964	0.0166660147199	0.00164328086431	0.0248255632246
a	0.00721765171177	0.0181229562078	0.141030035047	0.362432732346	0.0998325975163	0.0314537919512	0.00984409642946	0.0298520140382	0.0203810285039	0.0241225361656	0.0643772337601	0.0166849963803	0.046936086363	0.0737861255421	0.0196678481717	0.00194413844315	0.0323141187157
m	0.00353475566559	0.0127523688159	0.127894172016	0.470901337449	0.237721605839	0.0229159316504	0.00504258989315	0.0109885444661	0.0078750733013	0.00863815092187	0.02202776904	0.00610426479343	0.017776759021	0.0257361199574	0.00674837435563	0.00109942806943	0.0122427029461
o	0.00233658539853	0.0109571663386	0.120889211872	0.375078652483	0.397531088613	0.0408748768835	0.00374042439772	0.00484591365537	0.0040482934671	0.00351107044062	0.00794997344667	0.00255524894781	0.007350530007	0.00948313018913	0.00244266850098	0.000818034650043	0.00558709908203
n	0.00208190154284	0.00817537251287	0.0792684101573	0.301655070828	0.485918229538	0.0797206859612	0.0128474813659	0.00488468471846	0.00331121458903	0.00208280421354	0.00331898694889	0.00115096776594	0.00380380690233	0.00434876213304	0.00121504904943	0.00146497057691	0.00475155872734
a	0.00195899376961	0.00712031077762	0.0638830058191	0.200711426943	0.483380116513	0.198776526987	0.018818183122	0.00551272273949	0.00333673349634	0.00169237547118	0.00179329994296	0.00069384853198	0.00253121280078	0.00262491675435	0.000806657918477	0.00168219671297	0.00467742667578
p	0.00408509797854	0.00614909919921	0.032374629373	0.119434952981	0.381739688838	0.322346065662	0.051648644374	0.0210531997465	0.0192035461321	0.00765104719039	0.0108209872077	0.000569123007327	0.00735487243359	0.0108089946281	0.00110867387483	0.000758465491657	0.00289290685859
à	0.00499376581285	0.00607603164974	0.0229174572243	0.080329316327	0.393723949613	0.288180841887	0.090443111458	0.0319434069155	0.0279842702107	0.0107333987301	0.0144885757359	0.000945248955776	0.0095402513112	0.0137269080427	0.00121890750761	0.000468941649552	0.0022856071062
m	0.00591465442428	0.00774355479991	0.0280488631748	0.078008180109	0.476007493204	0.215957193962	0.116752723819	0.0278117443052	0.0156631894702	0.0060687411767	0.00625888481197	0.00107156761859	0.0051535553704	0.00546967551423	0.000523415685203	0.000649218702184	0.00289732508873
e	0.00601032139143	0.0080216733733	0.0282522020816	0.056732734703	0.312380617735	0.411945384654	0.11348360794	0.0355691531017	0.00951423039007	0.00399160779223	0.00297399996066	0.0010464664062	0.0032321639568	0.00257738417141	0.000281752517934	0.000694226955395	0.00329249826291
s	0.00479910738048	0.00559418889777	0.0147603453839	0.029324137901	0.145921070912	0.534435648218	0.12302648598	0.0871057943672	0.0177261937967	0.00835891306408	0.00602869511022	0.0010480523854	0.0064012243856	0.00842579839047	0.000610655262178	0.0016440619398	0.00478965688764
t	0.00503333162683	0.00616793853259	0.011919508128	0.0377750576337	0.0838020936373	0.482473216073	0.123548075327	0.138584891456	0.0228509562656	0.0148363850214	0.0118432583701	0.00118907057847	0.0093775055952	0.0219563134635	0.00907549205406	0.0072593444466	0.0123075552959
i	0.00232694596878	0.00345873246486	0.00568989132833	0.0342696110446	0.0370400518791	0.582587572024	0.065102046109	0.172570653819	0.0166683800885	0.0132072620071	0.0092143493567	0.00121752407616	0.00630259686507	0.0196027254212	0.0113831725858	0.00774011800887	0.0116183374853
t	0.00203047831609	0.00237329970895	0.00387360672844	0.0157060883482	0.0269944136264	0.513446930675	0.0694648763697	0.25494623794	0.0366465040295	0.023236948669	0.0136383750189	0.000923325895387	0.00943384848836	0.0142843160737	0.00424438992973	0.00315514989629	0.00560116598177
à	0.0019899790687	0.00206470397632	0.00340394127615	0.0093674269494	0.0282558932088	0.279620860225	0.21723836879	0.24418973598	0.11827002801	0.0420889438897	0.019743760673	0.00168400618513	0.0120442991628	0.0123289406912	0.00189548814458	0.0016475977921	0.00416597499392
l	0.0029868301529	0.00300009189877	0.00447748779205	0.00808421931647	0.0275393644029	0.158504783408	0.34198214293	0.223511291993	0.135300439337	0.0439444979632	0.014999385891	0.00291533469504	0.00914918572093	0.0073538942304	0.00110327738286	0.00522576305737	0.00992197223131
a	0.00326039625963	0.00325387555259	0.00468873603202	0.00677357313882	0.0203741639676	0.169807051136	0.236326360977	0.396476947331	0.0730215681123	0.0365852843211	0.00961388103033	0.00711370856501	0.00735508347364	0.00588797121013	0.000812373480953	0.00644355006246	0.0122054682104
s	0.00214917596188	0.0020521437372	0.00295899731201	0.00424992707961	0.0132239851559	0.166991947045	0.144527113659	0.523012965777	0.0574763057041	0.0399461774404	0.00976919207678	0.00757242518834	0.00727342555788	0.00500279673671	0.000535406180318	0.00441130223082	0.00884667820347
s	0.00205754888729	0.0020103117124	0.00279060643734	0.0056899401932	0.0119874895186	0.153041475682	0.120152202553	0.495467965259	0.0459741899014	0.0382313094801	0.0122637860256	0.00340424059611	0.00653510198596	0.00616314561224	0.00704673806011	0.0160917999103	0.0710920960678
a	0.000970858001763	0.0010346191778	0.00134553289061	0.0044739763344	0.00579247254953	0.154401418561	0.057928946851	0.563822521753	0.0318023776338	0.03684166916	0.00977009550853	0.00496234473204	0.00542668519532	0.00525914760408	0.0089712750187	0.0180160299034	0.0891800311559
s	0.00139246480659	0.00125629726627	0.00155853890837	0.0030071997148	0.00541118042651	0.10636708952	0.0595523269503	0.622203377251	0.0488434715446	0.0564481163867	0.0215942320028	0.00531092207735	0.0121458652984	0.00767556376803	0.0038479711049	0.0087420617678	0.0346433775186
t	0.00174968816886	0.00182918218876	0.00217161290279	0.0077322400716	0.00687639560884	0.145433386507	0.0722309166501	0.562558539084	0.0466084735149	0.0533378484622	0.0265980768343	0.00241344559245	0.0129507192328	0.00956771958934	0.00632510980163	0.0155611847893	0.0260554838395
i	0.000806260353953	0.00111469447259	0.00127302059326	0.00799872513053	0.00415806862628	0.157152143502	0.0450682638834	0.608129079695	0.037451409505	0.0539111191541	0.0168425191114	0.00605889159748	0.00879501454427	0.00714416319645	0.00634056091721	0.0157788245964	0.0219772209465
s	0.00203746061565	0.00178034330053	0.00196426005675	0.00456571958351	0.00481995616543	0.0794563381673	0.0470029786278	0.618489526565	0.059902899835	0.078293409718	0.0353752790371	0.00759946596583	0.0177729781814	0.0112289180655	0.00533778095574	0.0093488521988	0.0150238193155
p	0.00250675034522	0.00211321296684	0.00232299351892	0.0050142863945	0.00562282065514	0.0884774883891	0.0547937542093	0.519847475522	0.0530699122783	0.072187449906	0.0506669163457	0.00845592008861	0.0234679000605	0.0279040986885	0.0138002046519	0.0373253507329	0.0324234324385
i	0.000901505301573	0.000823251664947	0.00091237091864	0.00342760715483	0.00260897376838	0.0867089001297	0.0346022874031	0.514773891841	0.0570559097594	0.100853223302	0.0420870581152	0.0140127146962	0.0189978223535	0.0287299432295	0.013492459234	0.0437800850776	0.0362319634795
à	0.000474493480358	0.000344561674316	0.000340236518547	0.00128940003161	0.00113991050613	0.0364434945432	0.0174578541677	0.369598802947	0.177126323253	0.130822997767	0.0534508970384	0.0315597062321	0.124183917118	0.0204073830765	0.00460101064133	0.0154003549759	0.0153586365098
g	0.000507392210119	0.000343584891439	0.000400328706182	0.00083363273387	0.00175320170204	0.0195767763477	0.0538952250892	0.228233973316	0.251263381084	0.132962105922	0.0584584400128	0.0412470780774	0.160832564039	0.0187923713588	0.00173594433378	0.0106619361086	0.0185020541866
g	0.00110770678671	0.00106631665381	0.00107577613539	0.00152632747796	0.00331432566735	0.0156788851159	0.112645638363	0.203379187772	0.354172247028	0.133153305307	0.0370821610043	0.0280791440258	0.0660041303463	0.0104429953196	0.00107282381793	0.00933663640287	0.0208624381955
i	0.00114442554324	0.0011536570386	0.00105574546346	0.00145245783265	0.00271990668245	0.0078804166053	0.0880929624543	0.114385333257	0.429502162343	0.171543385102	0.0771456720014	0.0321022400086	0.0470382941154	0.00707155863987	0.000914050182643	0.00351237671429	0.0132853835318
a	0.000428957678747	0.000400140830533	0.000365908068153	0.000531326177883	0.00097804868315	0.00369097416843	0.0329999811914	0.0723683860857	0.272603879114	0.172548518367	0.107008039334	0.101236420003	0.166882548038	0.0561110225466	0.000724076320881	0.00133279037476	0.00978896067727
e	0.000201371099582	0.000141814579678	0.000125596163584	0.000190456747961	0.000361753796717	0.00202383985614	0.0113299645705	0.0431185296952	0.119585379038	0.091562557789	0.067520777778	0.185858196668	0.326844089346	0.146185324182	0.00057135311696	0.00053841017492	0.00384056642576
p	0.000172435736527	7.8012295726e-05	7.87731800613e-05	0.00010925082432	0.000240992965572	0.00169800365205	0.0063964543235	0.0408983552317	0.0728076390127	0.0788946975963	0.102259691926	0.170381392223	0.306304549782	0.201915084727	0.00396027623232	0.00833765951831	0.00546672784192
ì	0.000179117542176	7.45263645753e-05	8.18425366871e-05	0.000110702980107	0.000243104515191	0.00131977813735	0.00540238704117	0.0365427197439	0.166972024671	0.107642415865	0.177574323975	0.101261247408	0.221455196594	0.151683269576	0.00986597941077	0.0120474456061	0.00754391728064
r	0.00144725543073	0.00101888932419	0.0010850375089	0.00112082925204	0.00150328270506	0.00295712523245	0.0100627982804	0.0354039225813	0.220679328224	0.139160848622	0.183129377992	0.0620066024693	0.158202906865	0.0712987085253	0.0536806841369	0.0374955329687	0.0197468590935
t	0.00213315376358	0.0016583768414	0.00175281676963	0.00226602338401	0.00242924930169	0.00972268597748	0.0172422944268	0.10688265086	0.134245512741	0.125889300207	0.124305820331	0.0609779641564	0.0801791372883	0.0397414015084	0.0754442147123	0.0635029196562	0.151626460698
a	0.00102018265819	0.000900469304467	0.00093988092821	0.00161270238534	0.00138318853656	0.00993935945916	0.0123553532489	0.121294105953	0.069868689247	0.0823219997357	0.0784506494437	0.235497011385	0.0624904777628	0.0417273785028	0.0385859832374	0.0433424877187	0.198270053566
t	0.00142545426973	0.00119076079216	0.00118000194774	0.00150676721911	0.00165955371485	0.00599050771972	0.00837210218963	0.0716740869843	0.059056024749	0.0862299409119	0.100491478148	0.271322483795	0.0823377575876	0.0715321015009	0.0974202760791	0.0407656267396	0.097845054522
o	0.00156832012191	0.00128784608939	0.00125990567458	0.00146508270304	0.00174857709928	0.00447615705324	0.00693449080988	0.0492872663281	0.0502047012497	0.0775207589706	0.100352997716	0.256684601265	0.0919906625292	0.138956279167	0.120523061693	0.0400975245799	0.055641747174
ò	0.000700900772637	0.000476098868463	0.000440767385193	0.000526031641013	0.000630878927427	0.00175434704908	0.00239323291496	0.0228088647327	0.0352680467499	0.0432962689902	0.0753892209053	0.292110313755	0.26083293751	0.168530643056	0.0476310863643	0.0177083863266	0.029501953258
l	0.000980097757546	0.000412922592821	0.000392506040064	0.000418406123671	0.000534296625809	0.00127427456769	0.00287129986999	0.0170161738676	0.0481564255833	0.0514037103301	0.0917612236351	0.172099661252	0.312713494503	0.122846247685	0.0793609882548	0.0630418762422	0.0347163929527
i	0.000913720277515	0.000349817541607	0.000358936749188	0.00035859447939	0.00046303652727	0.00112755198923	0.003017507979	0.0161081256892	0.0418172505278	0.05206838311	0.0856447068784	0.229309300417	0.187227753501	0.157061142562	0.0933288137516	0.0797441789474	0.0511012076509
s	0.00122669725084	0.000374145247869	0.000334819008896	0.000346270297963	0.00046616781109	0.00119101039641	0.00198691221533	0.0159384369631	0.0379274941759	0.04673980937	0.0809716059595	0.231674936806	0.1729566845	0.214047460854	0.101557798917	0.0505901681825	0.041669627217
o	0.00133390318028	0.00038262442349	0.000327054602299	0.000344005600654	0.00046679509203	0.00125631419214	0.00164380279444	0.0167417258544	0.0352474807253	0.0435441991233	0.0752705159865	0.205218178935	0.143038908167	0.281250956951	0.110108662972	0.0437171563942	0.0401077404057
l	0.000799519323427	0.000252483868697	0.000231772533433	0.000244417584885	0.000345245052343	0.00106232279071	0.00167513148748	0.0157547671515	0.0289585575751	0.0383953773744	0.0687718333288	0.199473849645	0.117269522722	0.300400598984	0.122642234324	0.0623385974647	0.0413837488019
a	0.000621841551142	0.000209425741899	0.000200686058144	0.000211691884295	0.000304502659114	0.00096641538357	0.00168794625916	0.0146630387172	0.026326624525	0.0358038481248	0.0673215011096	0.157904126548	0.0985369122407	0.312530972995	0.150938841441	0.0745698314882	0.0572017716006
m	0.000352451597047	0.0001820005563	0.000200545066381	0.000220105224098	0.000370727874705	0.00122806408119	0.00429515714972	0.0176634159057	0.0358926388417	0.0498387367083	0.0918762617032	0.158370305516	0.0948093554136	0.291122224332	0.14632271048	0.0494017328294	0.0578535508669
è	0.000602765635682	0.000282428668767	0.000297811348794	0.000309453024699	0.000481733931568	0.00129870626373	0.00532549807324	0.0175222910886	0.0495321042806	0.0612152232361	0.137665643901	0.0996997505053	0.136810125138	0.163039871444	0.212366343493	0.0578175842765	0.0557326439556
n	0.00207019431189	0.00145963671626	0.00145252204293	0.00142006990157	0.00157400510386	0.00169588745791	0.00500554804775	0.0101985108162	0.0475256594269	0.0521863200787	0.1265514113	0.0595304255018	0.127414615046	0.0885437604813	0.312515587831	0.0850587927588	0.0757970179852
t	0.00317261110396	0.00270821610542	0.00271238064764	0.00303161910052	0.00293434273462	0.00446136328597	0.00740016834925	0.0174585202721	0.043531120809	0.0485609856929	0.0924156081	0.137621825167	0.085428571682	0.0606477168271	0.305687729277	0.0844560845863	0.0977710893284
e	0.00204002982465	0.00188162844514	0.00188904973155	0.00237392124684	0.00207860150154	0.00428585044866	0.00520925312975	0.0167247271907	0.0243128575697	0.0279260898976	0.0569694403667	0.237083108389	0.0641271705607	0.0580870879424	0.190316301759	0.0836080305288	0.221086809776
o	0.00080375293155	0.000647853778047	0.000642624008317	0.00082885327428	0.00071044035918	0.00159535055955	0.00179932239858	0.0067666322969	0.00970311895657	0.0121026740325	0.0290504518889	0.208164862796	0.109408616854	0.212558294981	0.0968863359197	0.0691238738429	0.239206923259
a	0.000395920932517	0.000228191560449	0.000217356141139	0.000284932028093	0.00024262288316	0.00058121519985	0.000603931321393	0.00256203294897	0.00394580601886	0.0050959860775	0.0138730533963	0.144099484265	0.148097338951	0.50261821166	0.0447629823066	0.0283591005143	0.10403184942
d	0.000269262772839	0.000100901431583	0.00010224700528	0.000117714697364	0.00010783523782	0.00027845075995	0.000480890920331	0.00186433996632	0.00385192723962	0.00521271735917	0.0139383411321	0.0813043260883	0.0940261339837	0.460022113887	0.218884607769	0.0733386324048	0.0460995374733
r	0.000286061197613	8.6869073861e-05	9.55911570933e-05	9.19608824547e-05	8.74637446067e-05	0.000215354303317	0.000501117603444	0.00174472522211	0.00374457067987	0.00505168995306	0.0124411279107	0.0331036274628	0.0397275027946	0.191558678296	0.37087110259	0.248943587468	0.0914488884911
e	0.000198541805871	6.50447369537e-05	6.99550290311e-05	6.85914931516e-05	5.73826202022e-05	0.000128134622772	0.000236542114148	0.000876854024037	0.00171024974996	0.00245456418435	0.0075444472369	0.0238987675876	0.0183636837315	0.134019746432	0.329665780863	0.284905184489	0.19573646283
f	0.00045266177529	0.000218922811318	0.000217709266344	0.000211834210051	0.000204966062067	0.000294895669257	0.000401689187716	0.00119852979135	0.00212451003999	0.00308292842812	0.00831574747897	0.0202359505425	0.0126258879105	0.117701048811	0.436043936954	0.21296112683	0.18370763761
f	0.00062613219843	0.000363264237106	0.000357790332115	0.000597262336684	0.000326421307356	0.00154802107642	0.000832164462572	0.00786286073045	0.00273625691333	0.00368879167604	0.00703521779299	0.00983805886083	0.0078937273035	0.048947771937	0.369143668651	0.263210218943	0.274992372537
ò	0.000657450839477	0.000323670225702	0.000299820767372	0.000614618945561	0.000242982952452	0.00174257465881	0.000726943250857	0.00933359485348	0.00478825500444	0.00420257422535	0.0151488288977	0.0107067372869	0.0190483594345	0.0259177413123	0.25147630255	0.284631489648	0.370138064179
m	0.00107682674649	0.000636434575234	0.000615852602457	0.000698668581854	0.000584602580817	0.00107998178627	0.00113703578029	0.00441990249449	0.00777057233481	0.00752224087512	0.0225368486326	0.0103867227623	0.0259478158115	0.0203933187708	0.339661974183	0.330326566549	0.225204642393
m	0.00741665474883	0.00669216422508	0.00631551783415	0.00638850526062	0.00598774976027	0.00455357012876	0.00793035669343	0.0094083914315	0.0332175804449	0.0269564789584	0.0389679252109	0.0425415565874	0.0502481146038	0.0233838935903	0.275456234728	0.295893152183	0.158642161798
u	0.00923378598294	0.00835655483503	0.00785221727138	0.00793956178687	0.00739166262676	0.00529118000292	0.00943558280781	0.00995326972717	0.0392807283483	0.0300696052528	0.0411410145036	0.0523594255291	0.0561584286013	0.0213853278634	0.254377348243	0.158223337394	0.281550987266
n	0.00589233192765	0.00430737457168	0.00414953598379	0.00428698109562	0.00379300798225	0.00359181352764	0.00554599234594	0.00784833949239	0.0185968273161	0.0148966100176	0.0243079106012	0.019703865843	0.0263351476004	0.0191688292878	0.433696529414	0.106972019131	0.296906897422
d	0.00499730467588	0.00337345405723	0.00332584552793	0.00420125639854	0.00297406449408	0.00616260474255	0.00513213461531	0.0147076711641	0.012864078872	0.0112431198059	0.0201170132004	0.0365673406143	0.0202406872001	0.0293203514293	0.388108869805	0.152656086377	0.284008144141
