 	non	ti	dimentichiamo	mai	</S>
e	0.660128875	0.3361548025	0.00254909477195	0.0002752786978	0.000891992128
s	0.493301198333	0.352850330833	0.0536315355719	0.0392779038111	0.0609390360613
e	0.342506343444	0.438653796944	0.071009834224	0.0541462426037	0.0936837606871
a	0.130802706148	0.776085388981	0.0278871724413	0.0204546810012	0.0447700595957
l	0.0463252815827	0.58748360666	0.32039976948	0.0240848508004	0.0217065398986
l	0.0180868980609	0.20201271322	0.548219016493	0.113083015267	0.118598382633
i	0.00808596493363	0.0897976504067	0.336942572831	0.254982585089	0.310191237544
m	0.00830161622454	0.0576408408022	0.44497289161	0.218772910696	0.270311752348
o	0.0179126607415	0.125238478934	0.55795800387	0.122986602565	0.175904267283
n	0.0230482009138	0.152154162978	0.403851594623	0.259352317522	0.161593734761
ù	0.0300332169713	0.118394634326	0.308666958208	0.374395272507	0.16850990392
m	0.0722683389904	0.142803428109	0.170622626069	0.347338717502	0.26696687464
e	0.0715740832135	0.0982811973697	0.0795664206897	0.471727165834	0.278851128213
m	0.0269717946212	0.0390429131232	0.0637966522299	0.653812555278	0.216376079404
à	0.0162061068737	0.0275792763744	0.0578122360766	0.692652338426	0.205750049801
i	0.00983559223457	0.0194434133381	0.0278526301922	0.572083239475	0.370785129934
</S>	0.00494312803228	0.0100973994891	0.0156812843461	0.458262279738	0.511015899967
