 	il	muro	vuole	uno	specchio	</S>
o	0.90629687	0.08517444	0.00158471505	0.001321514813	0.004741515884	0.0008808945215
t	0.605597477667	0.0720644268	0.00139111831667	0.011785703913	0.283685991551	0.0254752531882
ì	0.241434712222	0.330429945733	0.00234695057222	0.0153569718777	0.37671173227	0.0337197011227
c	0.108405938741	0.740089165244	0.00928432152407	0.00525376618257	0.125627434085	0.0113393728709
h	0.0432917615803	0.898439438415	0.0106330040414	0.00180596360052	0.0418890840017	0.00394068832697
o	0.0426692885268	0.635712038138	0.270667936214	0.00278351982317	0.0174800300659	0.0306871210423
t	0.0516778481756	0.221351630113	0.357192514971	0.00539787210772	0.242965424355	0.121414657014
è	0.0341973470585	0.080773843771	0.351147541224	0.0187119021359	0.352324828118	0.162844519005
l	0.0552788100195	0.042677455257	0.407898480408	0.059434480712	0.219224872706	0.215485906335
i	0.0599774672432	0.028516550419	0.216785166803	0.128242036904	0.239306134235	0.327172648778
n	0.0330300496511	0.021672538473	0.138206532268	0.299021898968	0.208341778078	0.299727209593
a	0.024029974347	0.0146551812243	0.0941400604227	0.558411799656	0.136865671359	0.171897349198
n	0.0199223672457	0.0116964154748	0.0594109764742	0.621982066552	0.196227032453	0.090761200066
g	0.0186679110486	0.0223333448249	0.0629519788247	0.668731122184	0.177392681484	0.0499230046887
h	0.0104033788162	0.029387133275	0.0554187262749	0.777949440728	0.0959518611613	0.0308894912296
i	0.00753642174873	0.019906591645	0.0353066241916	0.743776880243	0.12713109372	0.0663424330765
a	0.00262275147624	0.00681591386033	0.0132604268972	0.490379912414	0.212248464573	0.274672561026
l	0.00259567207541	0.00233838539211	0.00582931696573	0.183799826471	0.296115408191	0.509321387009
ì	0.0025321185818	0.000848248484037	0.00311476176024	0.0668926615903	0.406900489397	0.519711712336
</S>	0.0013079036259	0.000440068252018	0.00161436813762	0.0341136549452	0.491440694699	0.471083306168
