 	ho	finito	di	scrivere	</S>
s	0.71615903	0.124402415	0.1366767135	0.0014588511	0.021302988
p	0.464048983333	0.0999029913333	0.421118667833	0.00150831366667	0.0134210788
ì	0.176739947778	0.378294848778	0.438723891011	0.000801324261123	0.00544007923
c	0.068665336926	0.740100516259	0.149949862404	0.0196379018593	0.0216464565733
c	0.0406164219753	0.85133830542	0.053395599728	0.0265232317198	0.0281264637578
e	0.0469030626584	0.895679668473	0.0256877475027	0.0115957686733	0.0201337921526
t	0.0725149508861	0.613024896158	0.0236598918342	0.248795616558	0.0420046767175
s	0.207405260295	0.234785200719	0.110373640945	0.369288608853	0.0781472689058
a	0.222242681098	0.0966937702397	0.446179913648	0.168428626818	0.0664549534686
à	0.0814837360327	0.0600603497466	0.775718037883	0.058184124906	0.0245536991895
t	0.0299136991442	0.0545441275822	0.718695565961	0.160669980402	0.0361766339298
s	0.0137369413481	0.0373609691941	0.40668227532	0.362020870134	0.180198994643
e	0.00654050683403	0.015935518753	0.475628491773	0.289015016545	0.212880489881
g	0.00825796582934	0.0235285329393	0.560840103924	0.288692132015	0.11868127496
r	0.0125266546098	0.0296098926464	0.472710187975	0.334376900672	0.150776384987
à	0.0122300255366	0.0187911648821	0.598914475992	0.207599836891	0.162464504996
t	0.00959779937887	0.013038708294	0.446478410664	0.436748758964	0.0941362949987
s	0.00776413099296	0.00864687943133	0.190694448888	0.686722672988	0.106171861666
i	0.00603690329099	0.00577944916111	0.159047689629	0.454781816329	0.374354167222
</S>	0.0031027590855	0.00291809760655	0.173802664815	0.231599016164	0.588577483611
