 	tutto	il	cibo	vuole	girato	</S>
ò	0.841206	0.111401335	0.0206466525	0.00860567565	0.00460145024538	0.0135389424573
l	0.830560566667	0.110533695	0.0305632185	0.0216913233167	0.00173335229872	0.00491789855729
o	0.848741555556	0.0933250583333	0.0295960309333	0.0255136920156	0.000777351775573	0.002046346439
o	0.583306919019	0.129160589444	0.273263334078	0.0132872289152	0.000261559901058	0.000720417158233
m	0.22419753684	0.166611649815	0.499983518026	0.0204897539717	0.00497271332022	0.0837448965781
a	0.115040804613	0.326095709938	0.391935652675	0.0209096536572	0.00695479247341	0.139063432193
r	0.088907493871	0.374849836646	0.392894574225	0.0116837245524	0.00807317619114	0.123591220731
ì	0.0965794946237	0.313175345549	0.370786828075	0.104580804851	0.0104268820637	0.104450660244
o	0.0635917822079	0.250526638516	0.263074552692	0.351942701617	0.0084405016879	0.0624238240813
t	0.028601445736	0.101919828839	0.187765037564	0.343996517206	0.0804492955626	0.257267882027
è	0.0136361661853	0.0421089520463	0.082539975188	0.446153055735	0.106590266188	0.308971564809
l	0.0121256750018	0.0255980564488	0.0447867630627	0.498846661912	0.149125353063	0.26951745907
i	0.0114898800303	0.0187832995096	0.0291034972076	0.232077287304	0.449237491021	0.25930856869
v	0.0052032284731	0.0083119568632	0.0125356349225	0.121510484101	0.741543013674	0.110895708563
o	0.00318031643437	0.00528754498773	0.0072213554075	0.096615116367	0.813572374558	0.074123290521
t	0.00541330332146	0.00698837402924	0.0078167489025	0.0894853524557	0.837088694853	0.053207554507
i	0.00609580234215	0.00703749518308	0.00770649117217	0.0396860611519	0.889504381618	0.0499697915023
m	0.00366115244905	0.00417774773436	0.00442573026206	0.0184085507173	0.923756160539	0.0455706615008
m	0.0309293839164	0.0363110434115	0.0165745000874	0.0174526672391	0.808260286846	0.0904721348336
è	0.0400196036388	0.0490097591372	0.0214954283625	0.024063335413	0.765019628949	0.100392249945
n	0.0922483348796	0.0905181543791	0.0486589977875	0.0934581548043	0.60412788765	0.0709884416483
o	0.108094319093	0.100665926566	0.0550293694392	0.108584765568	0.324062307217	0.303563263883
</S>	0.0541155207465	0.050451965943	0.0275508299846	0.055369248734	0.291428103609	0.521084281942
