 	sta	e	dorme	nel	letto	</S>
s	0.955367415	0.0225761405	0.0033713843	0.0111960765	0.000701882745	0.0067871757
t	0.696247711667	0.0483496198333	0.0491440986333	0.196528493833	0.00398467428833	0.0057454486
e	0.293290180889	0.372261904944	0.0676980772111	0.257577719258	0.00492862612344	0.00424349915067
c	0.11724691163	0.456120400981	0.032076584737	0.110544417733	0.257516979402	0.0264946904342
e	0.0547846653533	0.31374391966	0.193198042912	0.061464648161	0.341862801807	0.0349459354781
p	0.0223015572611	0.31296598322	0.482866080971	0.034904051637	0.128983541609	0.0179788171594
l	0.0237561594204	0.19883287774	0.423472043657	0.204664953879	0.061994251203	0.0872797190531
ò	0.0221430548068	0.120887839247	0.464650181219	0.261186971293	0.0249848798343	0.106147088851
n	0.0112179886023	0.071942144749	0.759457657073	0.108478702764	0.0105230177114	0.0383805358837
n	0.0224653968674	0.0611117389163	0.819704555691	0.0454086763547	0.0080724817038	0.0432372290612
i	0.0259425632891	0.0553732786388	0.649577488564	0.169884808552	0.0163158573679	0.0829060763537
s	0.0162013534297	0.0413612212129	0.342707966188	0.459831469517	0.0594819267893	0.0804160927846
t	0.0286933024766	0.0420104254043	0.138065431063	0.575022569839	0.15371571893	0.0624925362615
o	0.0271384208855	0.0365722804681	0.057336839821	0.669923689946	0.154516241643	0.0545124827538
g	0.0123510136885	0.0181875234894	0.0280283750737	0.792653296649	0.101844465881	0.0469352635846
r	0.0084198878295	0.0121154942965	0.0195381560246	0.581480338883	0.188371815294	0.190074267862
à	0.00632234164317	0.0142132882322	0.0440572983415	0.307222869628	0.353665811765	0.274518392621
t	0.00582347558106	0.0147814157441	0.0524316271138	0.190414566543	0.586074940588	0.150473959207
t	0.00552310362702	0.00951566258137	0.0231600577046	0.101930010514	0.753122146863	0.106748991402
i	0.00418772728567	0.00617053923712	0.0108085262282	0.044910156838	0.570245508954	0.363677520467
</S>	0.00215849900783	0.00324423318356	0.0055439421041	0.025638665919	0.367935519477	0.595479110233
