 	il	morto	vuole	pianto	</S>
o	0.858868505	0.136743092	0.00156790465	0.000925173583889	0.001895327936
p	0.658794041667	0.320606334	0.00939104198333	0.00145334155056	0.009755241636
e	0.390123523889	0.583050128	0.0126346091278	0.00163338462185	0.012558347612
s	0.229861677963	0.735261122667	0.0076179663426	0.00220510447895	0.0250541302707
a	0.125835079988	0.770251387556	0.0114646619475	0.00419246825965	0.0882563667569
m	0.0739024273293	0.799827215852	0.0155100523158	0.00408920355322	0.106671028919
m	0.0903517991098	0.633178241951	0.0108262664053	0.00315781555107	0.262485832973
è	0.292760993037	0.397373957317	0.0111548401018	0.00196484190702	0.296745379224
n	0.549336051012	0.289470772439	0.0148063603673	0.00334768112567	0.143039141308
o	0.416198878004	0.182336264146	0.234397378122	0.0170607750419	0.150006707103
t	0.166073311668	0.115501468049	0.308517138374	0.086587819014	0.323320282368
è	0.075757858956	0.0667981512163	0.398605671791	0.119249291671	0.339588987456
l	0.042235870052	0.0452740216054	0.444395239264	0.300827949224	0.167266869152
i	0.0304940751897	0.0359239476111	0.172161402088	0.659378283075	0.102042306051
g	0.0124140209022	0.014884245613	0.0636253190293	0.845107861025	0.0639686123503
l	0.00716793853407	0.008556690071	0.0351347010098	0.872536320342	0.0766043794501
a	0.00319902606636	0.00356591401833	0.0250824464699	0.879882406781	0.08827020115
m	0.00156768857712	0.00173567783411	0.0112766147566	0.91341682226	0.07200320705
m	0.0297244504257	0.0170034246447	0.0173306963855	0.774564670753	0.16137675235
è	0.0417740454752	0.0240960168816	0.0294863737952	0.706674400251	0.19796915945
n	0.0512266138251	0.0363289376272	0.0546235812651	0.66828096675	0.18953990515
o	0.0512489389224	0.0378833093291	0.0525192457384	0.45205271225	0.40629579505
</S>	0.0256453559322	0.0189534648445	0.0265094458442	0.364533541125	0.564358197525
