 	non	deve	magniare	la	sera	</S>
e	0.975257235	0.02092620215	0.00309000686	0.0004680543495	2.592775625e-05	0.00023255964415
n	0.702613878333	0.0313159843833	0.04155944972	0.0972997815828	0.0901488648479	0.0370620440208
è	0.308591208778	0.253756767128	0.13821034524	0.129833121061	0.120214310029	0.0493942875203
n	0.156632865593	0.426729955709	0.315071308413	0.043880003787	0.040357440443	0.0173284424868
a	0.090352687231	0.27037358857	0.591878639471	0.0184389711623	0.0219110551677	0.00704510096227
f	0.064683577777	0.159078152857	0.655709879824	0.0550491507208	0.0407941513892	0.0246851683208
à	0.0575896647923	0.116618014286	0.618369386608	0.12498719024	0.0474562881297	0.0349794797736
i	0.0212125332308	0.0511130679953	0.452412343969	0.429672356747	0.0279748120432	0.0176148927245
t	0.00851680671027	0.0193819259984	0.15643835909	0.536471305582	0.162919455681	0.116272146708
o	0.00414759098009	0.0084664403328	0.05665309098	0.564185908527	0.20730671906	0.159240221236
v	0.00364923920336	0.00602402501093	0.0246631822767	0.567645246176	0.283435800187	0.114582489412
r	0.00437833956779	0.00693499920364	0.0153734524256	0.292414302059	0.324782295396	0.356116623137
à	0.00301040278926	0.00556754203455	0.0172058698085	0.154762538353	0.411476577132	0.407977092379
i	0.00182522607642	0.00356420007818	0.0167861664695	0.0782602687843	0.474059355711	0.425504798793
</S>	0.00120030160821	0.00221830698909	0.00908561703475	0.0570059568921	0.316003872856	0.614485949397
