 	viene	fabbricato	</S>
è	0.5074605285	0.304264059566	0.18827536993
r	0.5855808195	0.2746949129	0.139724253263
k	0.354479023167	0.275128835633	0.370392131088
e	0.435179727722	0.140510329878	0.424309960363
t	0.429065485907	0.235944986626	0.334989550121
e	0.306348445302	0.426646018875	0.26700553104
f	0.227943378767	0.606423006292	0.165633608013
a	0.084376959589	0.656990735431	0.258632286004
b	0.0354402801963	0.632268645144	0.332291062001
b	0.0164669894654	0.457828485048	0.525704520667
r	0.0125533502218	0.385514645016	0.601932016889
i	0.0145284594073	0.605118428339	0.38035311563
k	0.0148595181358	0.69419754278	0.290942938543
à	0.0275601220453	0.763257197593	0.209182679514
t	0.0326308093484	0.656483925864	0.310885249838
o	0.0183790479595	0.329895533288	0.651725406613
</S>	0.00925158624475	0.185802038644	0.804946353306
