 	devo	comprare	il	pane	ogni	giorno	</S>
è	0.9627195	0.0106242515	0.00729186515	0.0061659375	0.00668064675	0.000165183855	0.006352677696
n	0.948914153333	0.0266462481667	0.00517728391667	0.00290233529333	0.00845676341667	0.00397590701167	0.00392734036267
a	0.632565247111	0.327511052722	0.0103060964056	0.00124966811444	0.00964952453889	0.0126877606706	0.00603065445422
v	0.225873196504	0.445298984241	0.250857990469	0.00443755659481	0.00472274597963	0.0182074492235	0.0506020821514
o	0.0908878276347	0.439873561414	0.353278446823	0.0064639613316	0.00332760395988	0.0207572690745	0.0854113327171
r	0.0880872932116	0.459521560471	0.299075532274	0.0135775322439	0.02180207622	0.0242336070248	0.093702406239
à	0.0791366904039	0.21685213249	0.299210767425	0.269005026748	0.04278644974	0.0178005580749	0.0752084007463
s	0.119172689468	0.174892256497	0.212791642475	0.391547645583	0.0482255249133	0.00872688409163	0.0446433869154
o	0.127748855589	0.159103502499	0.315335424158	0.320040258528	0.0367721599711	0.00526038111388	0.0357394553051
o	0.0429541005263	0.0597335501663	0.393094568053	0.457447569509	0.0284739773237	0.00272644398796	0.015569786435
s	0.0158623780721	0.0247102527221	0.303430736018	0.530421769836	0.0647942404412	0.012949996196	0.047830565145
s	0.00856521102403	0.0167778432407	0.361110458673	0.422939283279	0.0643449653471	0.0188895040653	0.107372691715
o	0.00472616673468	0.0107062085469	0.386792042891	0.33303747776	0.040194853649	0.0453603446884	0.179182870572
m	0.0160686536382	0.0229214893156	0.27395322763	0.402598972587	0.0665702612163	0.0536043268961	0.164283040191
ì	0.0375532375461	0.0381534614385	0.169538165877	0.315401561529	0.264119097072	0.077872277632	0.097362223397
k	0.160262317182	0.0889820178128	0.075033650959	0.121295965843	0.388812792357	0.0927494982107	0.0728638191323
a	0.184295843727	0.0952401149376	0.0461965903197	0.0657339366143	0.402534790786	0.0527769984036	0.153221781044
m	0.068424963909	0.0404251376459	0.0303574084399	0.0551644642048	0.350546003595	0.257582229468	0.197499818348
è	0.0377999659697	0.0273012105486	0.02010510648	0.0404704386349	0.375954374532	0.348057199823	0.150311710783
r	0.0243974126566	0.0185113191829	0.0110825908267	0.019624868445	0.387971811511	0.387430479941	0.150981490261
i	0.0110173698355	0.0093545602943	0.00685897713223	0.010336701515	0.173038464637	0.373474517647	0.415919356754
</S>	0.00552718234275	0.00469666899715	0.00360166035111	0.0054061433075	0.0901377935185	0.197889145323	0.692741358377
