 	è	che	stanno	ancora	svegli	</S>
è	0.92235765	0.056836142	0.01248754965	0.00585939185	0.0006223627895	0.00183696265325
n	0.83086473	0.104536656	0.0380253782167	0.0239954322833	0.000568100056167	0.00200974338658
a	0.510844388333	0.233821072	0.206863701072	0.0450329604278	0.000849808818722	0.00258807116219
s	0.175647510111	0.285683584	0.432463767024	0.0414060611426	0.00750956293957	0.0572895145207
t	0.0878538357037	0.324528388	0.441039089008	0.0235955020475	0.0132835183132	0.109699681507
a	0.0556886553012	0.305497746	0.527295663003	0.0166208726825	0.0114646216044	0.0834324215023
t	0.0541994785004	0.214918158667	0.600357301001	0.0360122545608	0.0148429447015	0.0796698081674
ù	0.0601854065001	0.175175260556	0.467879247	0.20806942152	0.0180930625672	0.0705975330558
n	0.0600270891667	0.171265787852	0.464727349	0.251479179507	0.0162232058557	0.0362773346853
e	0.0533257008222	0.153974598617	0.397126686333	0.275956598836	0.0152436262852	0.104372764895
a	0.0184393441007	0.0554868501057	0.195179400444	0.517835432945	0.0887382774284	0.124320646965
n	0.0089874324269	0.0281272019352	0.0959012638147	0.497482610982	0.234050302476	0.135451140988
k	0.0109027484756	0.0241270149784	0.0828440999382	0.264848721661	0.205384186692	0.411893213663
ò	0.0112759114919	0.0161336423261	0.0617414389794	0.40326133522	0.074006552764	0.433581110554
r	0.0587010698306	0.0648193511087	0.0955194919931	0.560131055073	0.0435020542547	0.177327002851
a	0.0722809412102	0.0798363825029	0.105986819664	0.381587318358	0.153725003418	0.206583574284
a	0.0243778017234	0.0278019908176	0.0429627019947	0.217250496119	0.473723761139	0.213883264095
t	0.00836823076113	0.00995366415587	0.0155178757049	0.148282268706	0.716250503713	0.101627478365
s	0.00304039288371	0.00399750117862	0.0063144935783	0.103413962769	0.518026967904	0.365206723788
ù	0.00108157832457	0.00140838579954	0.0022396832961	0.048160565123	0.491754802635	0.455355038596
n	0.00164334237486	0.00200229784651	0.00235742079203	0.0393866397077	0.751336427545	0.203273946865
n	0.0167888541916	0.0118755092155	0.0125516989307	0.0550631969026	0.685514889182	0.218205892288
i	0.0206845157972	0.0137949894318	0.0145392795669	0.0614013863009	0.667661883061	0.221917904096
t	0.0074586477324	0.0052574931706	0.0054643965123	0.033712891767	0.535051024354	0.413055501365
i	0.0029705148948	0.00229968976503	0.00233083279977	0.013243038639	0.257594591451	0.721561320455
</S>	0.0014877208234	0.00115698894477	0.00117309024338	0.0069577928945	0.216188805726	0.773035590228
