 	dove	aveva	per	stare	non	aveva	</S>
p	0.90564063	0.0506096755	0.01389661185	0.00550503895	0.01631242185	0.005045754575	0.00298993033
u	0.827323463333	0.1192121635	0.0401438866167	0.00259507255	0.00787526801667	0.00172073662283	0.00112944803
ì	0.487303665111	0.419810601167	0.0860306042056	0.00252252921667	0.00335954880556	0.00057547411831	0.000397594496333
c	0.175064925704	0.538680413722	0.205990368069	0.0585647311722	0.00212563110185	0.00408806756897	0.0154858857184
h	0.083929646568	0.603383471241	0.208134375356	0.0764293005574	0.00133232490728	0.00536054218966	0.0214303843728
e	0.0462767161893	0.53647276708	0.362684737785	0.0423833663525	0.000975210109093	0.00190538736889	0.00930183179093
n	0.0418868547298	0.212909679027	0.632524192595	0.0722276447842	0.00112041980303	0.00283456776196	0.036496619797
a	0.0381013435033	0.0789447097423	0.475604027532	0.352068124928	0.00401492190101	0.00324521972065	0.0480216682657
s	0.0319160297611	0.0348702716474	0.342613759177	0.482023868309	0.010302035967	0.0220221607069	0.0762519264219
t	0.0400362799204	0.0263877688825	0.267982947392	0.505763476103	0.0128606583223	0.0388046562356	0.108164202141
a	0.0237809260801	0.0166115214608	0.100448641464	0.725625735368	0.0268154461074	0.0245862457452	0.0821314293803
s	0.0180562138	0.00647752348693	0.0477177218213	0.539239281123	0.0286878457691	0.237344697248	0.122476671793
ì	0.0180637277333	0.00771929499564	0.0358389072738	0.201811643041	0.182366775656	0.396557049083	0.157642543931
e	0.0085611657111	0.00796391806521	0.0209855959579	0.0839165779137	0.478513808552	0.243597943028	0.156460947977
n	0.00419387957037	0.00378420192174	0.0107122388526	0.0360438255379	0.499761869517	0.297527074343	0.147976912659
ì	0.00242884740012	0.00225709011391	0.00675991385087	0.0195232452793	0.334232269839	0.540389708114	0.094408905553
c	0.00114041232337	0.00105151177797	0.00267953293029	0.0079130828931	0.18663676638	0.751403802705	0.049174857851
h	0.00251469195446	0.00236938769266	0.00297608905676	0.0057171649977	0.0716723378933	0.863099300902	0.0516509959503
e	0.00442036985149	0.00291261343089	0.00385813128559	0.00824323233257	0.0670118119644	0.728499710301	0.18505407065
</S>	0.00464197342575	0.00187514401544	0.00349572704279	0.00953444666629	0.0869472259822	0.592921720151	0.300583695325
