 	l	anno	che	viene	devo	mangiare	molti	dolci	</S>
o	0.95536243	0.03786737	0.000972043715	0.000477828335	0.00103844449725	0.0013077761725	0.0021939743866	0.000362578975342	0.00041756221816
c	0.643698491667	0.0662420533333	0.168432824182	0.041158101835	0.0465359125973	0.0260771098392	0.000748687471933	0.000500823298676	0.00660598907149
h	0.493714612222	0.114272517778	0.230010351061	0.0551875636117	0.0617662092191	0.0343749735697	0.000270480431978	0.000655871686225	0.00974741435716
r	0.592391204074	0.104800204926	0.0924962063537	0.0229474315372	0.0437892414264	0.0289296444799	0.00297144713333	0.0206976601487	0.0909769527857
ò	0.368653472358	0.254657830642	0.119011635118	0.0294822778457	0.0466462948088	0.0319650428266	0.00446099814444	0.0273461605696	0.117776287529
n	0.172544211786	0.559674563547	0.146444755039	0.0283552666152	0.0248760892363	0.0156685436989	0.00208145713938	0.00920020826887	0.0411549372097
o	0.0974576959287	0.549687797849	0.291368908346	0.0266339962051	0.0105542577121	0.0056983257563	0.00069986865636	0.00307533160662	0.0148238160132
k	0.0368984189762	0.33581443595	0.537845682782	0.040145380735	0.0188024472374	0.00500002501877	0.00027611346412	0.00131750591687	0.0238999341811
a	0.0161609245587	0.186927821983	0.649428840927	0.0900507489117	0.0245992110791	0.00487614580626	0.000132611652707	0.00073226143649	0.0270914182437
m	0.00913822308623	0.108782530661	0.656164513642	0.157506206304	0.038169085693	0.00578302540209	9.59806689023e-05	0.000620314119697	0.0237401439312
b	0.0110088263621	0.210840116887	0.555363784547	0.136198965435	0.044605772231	0.00618760393403	8.77173796341e-05	0.000682898006566	0.0350243556437
è	0.0129159311207	0.239999332962	0.412650341516	0.176409338478	0.0970245677437	0.0270244424447	0.00606335103654	0.00125570293552	0.0266570422146
n	0.0441925737069	0.158860008321	0.370328237172	0.217823072826	0.135519479248	0.0385150771482	0.00806647762651	0.00147555484517	0.0252195437382
n	0.0887128609023	0.221025372774	0.331950165724	0.166591807609	0.0975275430827	0.0219793440494	0.0032487347565	0.00245754324839	0.0665066505794
i	0.0686388401141	0.183306376991	0.178974072575	0.112147594203	0.348860754361	0.0372900700165	0.00163912393317	0.00265772300946	0.0664854638498
è	0.0232341446847	0.062951359997	0.067335676525	0.071991264401	0.591916951454	0.157925170005	0.000809734292057	0.000940427543153	0.0228952802733
n	0.0134711080616	0.0283627189323	0.0464314785083	0.072444509467	0.530734183818	0.252551723335	0.000555040287352	0.00151041489438	0.0539388554244
a	0.00993775884387	0.0162195849774	0.0374262587228	0.0487106251557	0.415524927939	0.397777831112	0.000942584552451	0.00191756864813	0.0715429184748
f	0.012188094438	0.0120379316591	0.0278064607943	0.0400830570519	0.275250482646	0.504905857037	0.00333702768415	0.0218171001327	0.102574029492
à	0.013386352046	0.0111632339197	0.0264519334314	0.0423865350173	0.222790390882	0.449485105679	0.0585443925614	0.0495537500442	0.126238316497
o	0.005069360292	0.00454733916323	0.0110557366905	0.0218836153391	0.163600806294	0.322137145226	0.252693234187	0.0564289533481	0.162583795499
p	0.00192730586733	0.00184872847774	0.0039990238435	0.00819414164637	0.0615099921647	0.141885308742	0.386179611396	0.211284771116	0.183171066833
o	0.000748262405343	0.000725901365247	0.00150076398783	0.00300166525446	0.0217132106882	0.052367670814	0.532070637132	0.261262385039	0.126609430611
d	0.00203584669135	0.00204759396108	0.00313964546928	0.00442567892382	0.0154694714627	0.042322767838	0.597509662377	0.22114528968	0.11190398687
d	0.00351643786378	0.00348791482036	0.00484934725643	0.00615836564127	0.0152726544876	0.041236274446	0.551859070792	0.273976303227	0.0996435889567
h	0.00267987515459	0.00272080324012	0.00327645461881	0.00398983244709	0.00838302569587	0.018094883782	0.577032580264	0.294615047742	0.0892074596522
à	0.00173883428486	0.00176508314671	0.00212478097294	0.00310634984903	0.00638002359862	0.0125232950607	0.468663550088	0.370459322581	0.133238763217
g	0.00435513026162	0.0042463227489	0.00486190532431	0.00601358574968	0.00927636736621	0.0159185933536	0.325576180029	0.49286442086	0.136887524406
l	0.00508829174054	0.00519036378297	0.00550894187477	0.00616333210656	0.0083762119554	0.0124171028512	0.233512433343	0.625662386953	0.0980809581353
i	0.00196578979018	0.00218221940899	0.00213064591492	0.00237266207552	0.00343610502513	0.00475493341707	0.137660802781	0.585864728984	0.259632132712
c	0.000756181286727	0.00083839358433	0.000818377294973	0.000915434318507	0.00131482588171	0.00185879330569	0.0771063792603	0.604708709661	0.311682934237
è	0.00290794306224	0.00156783006144	0.00198861956499	0.0037243305495	0.00132432946057	0.0024609142019	0.0549813124201	0.72181760322	0.209227174746
a	0.00356017104741	0.00173872433615	0.00230595766333	0.00459815730983	0.00122104541152	0.00254052455063	0.0260707323734	0.54808269774	0.409882048249
</S>	0.0018085123137	0.000887405591575	0.00117843054417	0.00235181034491	0.00063854384276	0.00137034700032	0.0141028745367	0.36914274387	0.608519374124
