 	ha	che	sono	usciti	</S>
è	0.92515607	0.0081794755	0.03003301514	0.00711172133	0.0295197643775
n	0.838222446667	0.0441406615	0.0509824218067	0.00320209366333	0.0634523860442
a	0.478936531456	0.341745985167	0.102021483936	0.00198103693444	0.0753149494814
g	0.161443002089	0.403233895222	0.097859410312	0.307190757358	0.0302729099605
u	0.0542387097663	0.163019281907	0.285531455771	0.476157222453	0.0210533103202
ì	0.0205724283888	0.105971803969	0.628995451924	0.228826806818	0.0156334893067
k	0.0110015645629	0.0644695916563	0.535575337308	0.345495664939	0.0434578126356
a	0.0059782901543	0.0309359452188	0.507155799103	0.385272651646	0.0706572875452
n	0.0024781569681	0.0164206224063	0.474492395601	0.458637447215	0.0479713811817
e	0.00105694716937	0.00708717873543	0.217920257767	0.482598521405	0.291337123727
</S>	0.000604748429685	0.00546089676771	0.195544773884	0.246060269202	0.552329326864
