 	l	ho	sentito	che	veniva	</S>
o	0.98125655	0.015159689	0.00061147532	0.0013224835115	0.0013583153	0.0002914531315
n	0.722720433333	0.0186489755	0.00321225458667	0.0290930754115	0.00353915256667	0.222786095431
ì	0.338602314444	0.296442807667	0.0218640268622	0.0391343444705	0.00633669175556	0.297619777077
k	0.249940504815	0.498171679222	0.127119009954	0.0188880271568	0.00474951758519	0.101131234892
u	0.196960647938	0.296659441407	0.340416779985	0.115383592052	0.0120272426284	0.038552286564
s	0.128870498979	0.173965028802	0.488788936662	0.162664334017	0.0145043864095	0.0312068265213
a	0.103191984004	0.116670118117	0.345439637554	0.400350008006	0.00567378390317	0.0286745111738
k	0.0430617166793	0.0522520525557	0.176100521185	0.699665669335	0.00424552043439	0.0246745240579
a	0.0230187301098	0.0307589212119	0.117522225895	0.795325223112	0.0095570190448	0.0238178403526
è	0.00792091114327	0.010517551164	0.040516199765	0.595263590037	0.325687069682	0.0200946227842
r	0.00742025360442	0.00927459212133	0.0346062922217	0.397247845679	0.493330033227	0.0581209225947
k	0.0158811128681	0.0183201680404	0.0396893357406	0.424771691893	0.423949841076	0.0773878331982
a	0.014185981736	0.0158748172235	0.0222521835802	0.308928880631	0.527460953692	0.111297190066
t	0.012203478692	0.0137084696178	0.0297224311934	0.221838923544	0.398818644564	0.323708050022
o	0.0115211382817	0.0129256224436	0.0306274740978	0.147898356848	0.215848188188	0.581179203341
</S>	0.00576186221735	0.0064737800783	0.0155570825989	0.104834166924	0.190666044094	0.67670703167
