 	devo	comprare	il	pane	ogni	giorno	</S>
è	0.9627195	0.0106242515	0.00729186515	0.0061659375	0.00668064675	0.000165183855	0.006352677696
n	0.948914153333	0.0266462481667	0.00517728391667	0.00290233529333	0.00845676341667	0.00397590701167	0.00392734036267
a	0.632565247111	0.327511052722	0.0103060964056	0.00124966811444	0.00964952453889	0.0126877606706	0.00603065445422
v	0.225873196504	0.445298984241	0.250857990469	0.00443755659481	0.00472274597963	0.0182074492235	0.0506020821514
o	0.0908878276347	0.439873561414	0.353278446823	0.0064639613316	0.00332760395988	0.0207572690745	0.0854113327171
r	0.0880872932116	0.459521560471	0.299075532274	0.0135775322439	0.02180207622	0.0242336070248	0.093702406239
à	0.0791366904039	0.21685213249	0.299210767425	0.269005026748	0.04278644974	0.0178005580749	0.0752084007463
s	0.119172689468	0.174892256497	0.212791642475	0.391547645583	0.0482255249133	0.00872688409163	0.0446433869154
o	0.127748855589	0.159103502499	0.315335424158	0.320040258528	0.0367721599711	0.00526038111388	0.0357394553051
t	0.0625457926297	0.088030557833	0.437018741386	0.355344679509	0.031187041657	0.00347016798796	0.0224030361017
o	0.0405563495832	0.0589720469443	0.462569900462	0.380116806503	0.029606098219	0.00394405882932	0.0242347037006
t	0.0210171935677	0.0313080949814	0.384353850154	0.487310582168	0.0398856514063	0.00562691057644	0.0304976569002
s	0.0166728721892	0.0260257613271	0.443932466718	0.424909860723	0.0410174725021	0.00557263249215	0.0418688713001
o	0.00792183595307	0.013676268509	0.460396288906	0.333540763574	0.0321733862007	0.0236126481307	0.128678759433
m	0.015141213541	0.021159468903	0.275204092969	0.447271131191	0.0624006274002	0.0326422313769	0.146181226144
ì	0.0292735105137	0.030448898301	0.154408566323	0.355201248064	0.296737941133	0.052043762459	0.081886105048
k	0.0910980888379	0.0600743454337	0.069601637441	0.145034913688	0.492269960378	0.0713577108197	0.070563357016
a	0.101744215813	0.0644049527446	0.0411560628137	0.0752244892293	0.498173216793	0.0567320492732	0.162564991005
i	0.035843864351	0.0233978808482	0.0170580216379	0.0321831286431	0.399555478931	0.196420585424	0.295541030335
m	0.0129191279637	0.0095116527494	0.0082745347793	0.025737537781	0.213609122977	0.475387701808	0.254560315445
è	0.00945856095457	0.0085325300498	0.00534134962643	0.023097231327	0.294902580992	0.480911460603	0.177756277148
r	0.00795044551819	0.00736902718327	0.00270555557548	0.009512551609	0.298456274664	0.490296733534	0.183709429049
i	0.00323614146906	0.00315645541976	0.00149839276049	0.003881394523	0.106878095488	0.436880324511	0.444469213016
</S>	0.00163251437903	0.00160583999788	0.000806755433245	0.0019898485915	0.055121132144	0.243989502256	0.694854406508
