 	ogni	giorno	bisogna	che	compriamo	il	pane	</S>
k	0.9683561	0.0118692012	0.0025903358555	0.00417509446165	0.00128064405177	0.0089293255865	0.000999884777	0.0017994123975
u	0.945862633333	0.0474721257333	0.0008718841315	0.00140691703165	0.000435402576103	0.00298181535633	0.000337250497067	0.0006319658715
à	0.742885817778	0.240657348578	0.00335069985317	0.00403343958055	0.0050057001497	0.00352151055528	0.000186853005756	0.0003586224845
i	0.381747814259	0.559963926193	0.0345952346177	0.00887056319352	0.00940639721657	0.00443042385176	0.000178169225252	0.000807469448167
m	0.160339529753	0.542736025398	0.110119126539	0.0272385077312	0.0119204505722	0.0142170446173	0.0118773025118	0.121552027283
è	0.122584926584	0.365917711799	0.154013458846	0.11448061591	0.0280923445241	0.0308372848724	0.0175070799706	0.166566589428
r	0.105821932195	0.272723751933	0.266559832949	0.150263948637	0.033769825508	0.0617053949575	0.0160228581235	0.093132453476
i	0.061301637095	0.121402083844	0.486634464316	0.171450392879	0.0208601731693	0.0595689906525	0.0141842440412	0.064598009892
n	0.024468224395	0.0424504834813	0.575543404772	0.278520907626	0.0158165793898	0.0257394112175	0.00683679714707	0.030624202364
g	0.0206788157983	0.0164682670604	0.574298918257	0.271794025875	0.0129383256299	0.0130758004558	0.00519687831569	0.0855489644547
h	0.0464438105994	0.0149311402535	0.462764239419	0.226544498625	0.01792700271	0.0196999848686	0.00559571323856	0.206093608152
ì	0.0502260218665	0.0465998377512	0.342288939806	0.246528399542	0.0758381192367	0.0490794016229	0.00591807107952	0.183521209051
z	0.0350760322888	0.0640252312504	0.353556873269	0.299065366514	0.102542079079	0.053621813541	0.0152469023598	0.076865685017
i	0.0263277698063	0.0369116637201	0.252462529756	0.443592355505	0.14843629236	0.0344026325137	0.0191705144533	0.038696240539
n	0.0112051493121	0.01318420541	0.154551631919	0.510565118502	0.244727010787	0.0365518158379	0.0104047959844	0.0188102580463
a	0.00618369907737	0.00548851037	0.11242136864	0.381635246167	0.372934070262	0.083057021946	0.0090261174948	0.0292539646821
v	0.00495200199912	0.00362384415667	0.06983823888	0.265957778722	0.477762090087	0.132302137315	0.0125621514983	0.033001777894
o	0.00453386371971	0.00298971878556	0.0529568984933	0.174713027241	0.432300513362	0.276512355772	0.0254688998328	0.030524728298
r	0.0168154459599	0.0187124539952	0.0475693136978	0.12063965008	0.368614011121	0.331557968591	0.0610334922776	0.0350576880993
à	0.0217483299533	0.0388820033317	0.0497725238993	0.10162785136	0.318899093707	0.236475216197	0.179112237426	0.0534827880331
s	0.0217961839511	0.0431788121106	0.0452187206331	0.0737014184533	0.261384467902	0.179762345399	0.318101249142	0.056856827011
o	0.0209581286858	0.0294225574515	0.0392215199287	0.0554945383178	0.161215893301	0.134331685133	0.501495396381	0.0578603016703
m	0.0101430649307	0.0125953722318	0.0248304816939	0.0384157916059	0.140579018434	0.150012775044	0.556592138794	0.0668313648901
e	0.00654094624157	0.00699545392593	0.0200272245546	0.0325781133153	0.132392621345	0.133478353015	0.594712086265	0.0732752109634
o	0.00219482770319	0.00244419458398	0.0066941014592	0.0109379072718	0.044894400015	0.071159060005	0.750786128755	0.110889396988
t	0.000766031432397	0.000972462491327	0.00227841377573	0.00375896424393	0.0159832535383	0.0348604920017	0.848543209585	0.092837205996
s	0.000289471673799	0.000417071770442	0.000806145183577	0.00136207438331	0.00600538609943	0.0154011378339	0.813809853195	0.161908912332
o	0.000108834246933	0.000175006076814	0.000279988271526	0.00048970856477	0.00210623105314	0.0100774936113	0.668333501065	0.318429257444
m	0.000440794214978	0.000655849575605	0.000456218914175	0.000739047489923	0.00208235228438	0.0114705263704	0.697949500355	0.286205723815
ì	0.00299033437166	0.00847164865854	0.00166511863806	0.00172487902997	0.00428359889479	0.0135983994568	0.703675283452	0.263590755938
</S>	0.00515834943583	0.0157462413293	0.00256038051903	0.00223036121499	0.00554314364739	0.0156219302284	0.631202016726	0.321937592969
