 	tu	le	hai	cucinati	le	verdure	</S>
e	0.564614475	0.43360711066	0.001708148785	8.2914253e-06	3.67320075e-05	3.9951961e-06	2.13209e-05
s	0.417830585	0.438848153553	0.00232434342833	0.0114882102586	0.107918936096	0.00371157377897	0.0178782164233
ù	0.338063568333	0.396584167851	0.0762949274094	0.0160106105529	0.144209726065	0.00495375072532	0.0238832350278
t	0.298367839444	0.43541169595	0.191036595803	0.00755649811763	0.0498003088883	0.00605550837411	0.0117715325626
a	0.291776435148	0.212595335983	0.401535211934	0.0115909388392	0.0564098124628	0.00666539881137	0.0194268721875
m	0.132340752049	0.0897202279943	0.464595063978	0.17743045028	0.0792290774876	0.0219452246238	0.0347392007292
à	0.085162585683	0.0785599046648	0.376250661326	0.272136013427	0.114882322496	0.0313192968746	0.0416891935764
r	0.087999378561	0.0977353748883	0.308475433775	0.200742034476	0.118668545832	0.0552940176249	0.131085194525
e	0.063998244847	0.0653158789894	0.156577560258	0.307438111492	0.193219373611	0.0594679733083	0.153982836508
t	0.028595502609	0.0281139703565	0.070765451086	0.364404723831	0.26861316787	0.116997198536	0.122509967169
s	0.017497860003	0.0165244089522	0.036527871362	0.28540271461	0.171608957623	0.269501599512	0.20293656239
e	0.00660487222767	0.00648463242273	0.0151568024807	0.192953596537	0.379613744208	0.224688619837	0.174497735463
t	0.00958808816922	0.00593402941291	0.00778769605357	0.0990328205123	0.453518808069	0.255430169946	0.168708429821
a	0.0105824942181	0.00574772231447	0.00524073109786	0.0562451091708	0.47895781269	0.267274145315	0.17595203394
l	0.00624614523437	0.00299211128166	0.00290023214595	0.0326653167236	0.502754100897	0.336883137105	0.115558958647
à	0.00495610768812	0.00219225535055	0.00308046451532	0.0187402891412	0.267245160299	0.596965469035	0.106820219549
c	0.00217955550604	0.000933453373517	0.00213657892844	0.00770210701373	0.154994934433	0.757700413012	0.0743529098497
h	0.00863913350201	0.00455980212451	0.00484027216615	0.00448888213791	0.0660218324777	0.854266837671	0.0571832199499
a	0.054078974834	0.0077185030415	0.00672700268872	0.00387238324597	0.0585621574926	0.79860219589	0.0704387619833
n	0.0635270586113	0.0051691850805	0.00376870676291	0.00315411254866	0.0498078358309	0.81062444863	0.0639485943278
a	0.0239776200704	0.00241866247017	0.00178327913097	0.00200060305955	0.025495600777	0.62057077621	0.323753393109
</S>	0.0134173353352	0.00140527730008	0.00102721803049	0.00130296934477	0.0195869486385	0.366545928105	0.596714246555
