 	li	vestono	i	genitori	</S>
t	0.9929962	0.00204901167	0.00328292525	0.000242349995	0.00142956539
u	0.994243166667	0.00322776189	0.00187073220333	9.35573191333e-05	0.000564769497333
s	0.899224588889	0.03107681643	0.0271821405211	0.0144490462305	0.0280673969398
i	0.72272724963	0.160982614143	0.0407712148404	0.0206582953435	0.0548606323133
n	0.453327759877	0.347397011381	0.0632140196135	0.0534961700478	0.0825650607711
d	0.177942634426	0.31803891046	0.0659894338712	0.0805286080159	0.357500436924
ì	0.0996725292753	0.291788963487	0.107667088624	0.0600178173386	0.440853572308
n	0.114636296425	0.521931454496	0.129519796208	0.0406413961129	0.193271005769
n	0.212418002142	0.512473848165	0.057756119736	0.0262813110376	0.19107067359
o	0.213461881714	0.292262229388	0.219320427579	0.0198792523459	0.255076201197
n	0.109682144905	0.174385704463	0.32530156586	0.107462574115	0.283168010399
e	0.064930308535	0.084512649821	0.465884255287	0.138329774372	0.2463429768
i	0.0227188940317	0.0308417002403	0.770239845096	0.0646211144573	0.111578388933
g	0.00989210309723	0.0127159807134	0.602325345032	0.324286798152	0.0507797209777
e	0.00546382866574	0.00598825180447	0.533454895011	0.422104322717	0.0329886916592
n	0.00289061342191	0.00288306250149	0.491251645004	0.484721864239	0.0182528238864
i	0.00228587097397	0.0021843176005	0.403104795001	0.56299599808	0.0294290279621
t	0.00338306495799	0.00332424880017	0.370261568334	0.589497476027	0.033533633854
ò	0.00655008715266	0.00918515043339	0.212993112778	0.699312692009	0.0719589224847
r	0.00648265931755	0.0101886511445	0.155649288926	0.742303264003	0.0853761231616
i	0.00329512559918	0.0045387291915	0.0567477019753	0.620984141334	0.314434310054
</S>	0.00169790663959	0.00230043181075	0.0323415124876	0.381708900667	0.581951255027
