 	hai	già	mangiato	</S>
è	0.96500505	0.0112086705	0.001347240665	0.02243905108
c	0.680203398667	0.0298891905	0.0908916939983	0.19901572608
h	0.434216981556	0.0475475588333	0.213852101333	0.304383348693
i	0.353703002519	0.272188911611	0.212748307111	0.161359772898
g	0.146653877173	0.344546732204	0.334692035704	0.174107334299
i	0.0520447985577	0.373668355735	0.383929581901	0.1903572281
à	0.0227779116859	0.620990151912	0.258788630634	0.0974433043667
f	0.016957294562	0.472825647971	0.458728393545	0.0514887131222
a	0.0114819454907	0.185451243324	0.614371684515	0.188695177707
m	0.00707265680023	0.0785080244413	0.669050631505	0.245368705902
è	0.00783604336674	0.0464191181471	0.831540743835	0.114204082967
n	0.0105462462222	0.034034245049	0.899285631278	0.0561338993223
a	0.00921025251407	0.0177627878163	0.690941410426	0.282085590441
</S>	0.00466855391704	0.00985763960815	0.459833555213	0.525640275221
