 	lo	sentii	che	arrivò	</S>
t	0.96204585	0.0114582957	0.0107476508	0.01400613625	0.00174195275
o	0.922455916667	0.0475919612333	0.0141777189333	0.01451278055	0.00126153695
n	0.647856642222	0.0708650254111	0.0138360219778	0.167305290983	0.100136947583
ì	0.275675872407	0.354596731804	0.0132697863259	0.221924750994	0.134532863061
k	0.321969759136	0.472758370601	0.059869402442	0.0842400126647	0.0611625415537
u	0.339953256379	0.237072513534	0.219859534147	0.114097385888	0.0890173538512
s	0.200276488793	0.207412967845	0.350070714716	0.126112283296	0.116127549284
a	0.142614608682	0.158639925848	0.514125698239	0.109856285765	0.0747634980947
k	0.059056695312	0.0683702178493	0.61884054608	0.185392111922	0.0683404563649
a	0.0312449838607	0.0386660528498	0.485836178693	0.354674543974	0.089578245455
ì	0.0105714188502	0.0136857914666	0.264809953231	0.653170947991	0.0577618704183
r	0.00480394375673	0.0063496837722	0.0953212994103	0.86747429933	0.0260507844061
t	0.00294914748558	0.0038912939574	0.0385917619034	0.876897516443	0.0776703004687
e	0.00114953359409	0.00148973533693	0.0146612743011	0.826622238814	0.156077240156
</S>	0.000575552095395	0.000746855145165	0.00757103150055	0.812556769407	0.178549820078
