 	Valeria	legge	il	giornale	</S>
e	0.964867865	0.02138761925	0.008640482555	3.9131803598e-05	0.005064882555
V	0.653691505	0.02254031975	0.0140178052217	0.28515914017	0.0245912002217
a	0.553770755	0.01846350325	0.0158409531139	0.38052270379	0.0314020843739
l	0.632122238333	0.0297444744167	0.0284372374113	0.209503774997	0.100192267425
è	0.443936986111	0.180241718139	0.0796160691371	0.155532030499	0.140673202475
r	0.45185709537	0.267274022713	0.0817835237124	0.0620165046663	0.137068847492
i	0.34915985479	0.370158247571	0.118907818571	0.0277561125554	0.134017972497
a	0.120539121163	0.460453135857	0.34608098619	0.00971783258513	0.0632089396657
m	0.0425103549543	0.261285917186	0.369344802063	0.280344877262	0.0465140640552
e	0.0160278702048	0.089037028362	0.467704247354	0.373663333754	0.0535675466851
l	0.0124742752883	0.0369592421873	0.497274285785	0.378787375918	0.0745048142284
e	0.0112269473368	0.0191658293958	0.496181645262	0.383167829306	0.0902577214095
t	0.00670406068627	0.00999750246527	0.494747218421	0.416376180435	0.0721750278032
à	0.00568339079542	0.0189759968218	0.445499609474	0.480142890145	0.0496980996011
o	0.00246451435514	0.0201077894406	0.649267716491	0.271034133382	0.057125860867
g	0.000946711061713	0.00771860453353	0.46601649083	0.469603217794	0.0557149876223
i	0.000419502117238	0.00309097919784	0.341744892277	0.525293882598	0.129450743207
o	0.000275837665746	0.00294143366595	0.481644767426	0.235626857533	0.279511127736
r	0.000308770988582	0.00272543928865	0.362762365809	0.391216605844	0.242986802579
n	0.000416937012861	0.00130567171622	0.14150374637	0.470948628615	0.38582500086
à	0.000814334704287	0.00503843559207	0.17594580989	0.337377312872	0.48082411362
l	0.000954186254762	0.00644243813069	0.185719783763	0.551470580957	0.25541302454
e	0.000510579528954	0.0023783168079	0.0633349914877	0.490122293152	0.443653824847
</S>	0.000256094150527	0.00119444115045	0.0327500203938	0.246705445826	0.719093977424
