 	non	aveva	dove	a	stare	</S>
e	0.96439617	0.0259677369	0.00145084372	0.0015428146799	0.00500777404635	0.00163473123
n	0.68529631	0.0115870147333	0.00304599612	0.0221611715132	0.00644706004635	0.27146249843
ì	0.266969236	0.311374199411	0.02347107304	0.0292658314511	0.00701662243878	0.36190305891
c	0.0976866103333	0.56908616647	0.196754030013	0.0112279577637	0.00269398987959	0.12255127127
h	0.0364764494444	0.481525598823	0.430826953338	0.0053765575879	0.0012816230832	0.0445128581567
e	0.0235050511481	0.370264459608	0.516604037779	0.038326691196	0.0236243115077	0.0276754662522
p	0.101787831383	0.212132903203	0.35283272626	0.144840083732	0.0495952751692	0.138811180084
u	0.118972384878	0.0815875307443	0.12301329942	0.250163401244	0.257421191056	0.168842176695
s	0.052366519376	0.0354418705914	0.0476714178067	0.341986507081	0.421312590352	0.101221078898
t	0.031085537792	0.0279787345305	0.0292182842689	0.365689755694	0.466036670117	0.0799910362993
a	0.0113062412373	0.0173603850968	0.0181372907696	0.246336938565	0.670092456706	0.0367667184331
t	0.0121638957191	0.00610926071893	0.00642871547653	0.108934158522	0.548458045569	0.317905945811
ì	0.0134349162397	0.00286533647298	0.00354745419884	0.042696450174	0.215164160856	0.722291701937
</S>	0.00821309261985	0.00225903393649	0.00368663084942	0.028770902587	0.122068358928	0.835002000968
