 	qui	dentro	vuole	un	tappeto	</S>
e	0.67696185	0.3003783275	0.0037886265	0.0133287336798	0.00318757106308	0.0023548861525
t	0.81526397	0.113613317833	0.0079681255	0.0533800883465	0.00527002406308	0.00450441991917
t	0.858628076667	0.0469667799443	0.00885563843333	0.0717726047822	0.00758551555436	0.00619138040639
ù	0.617949683889	0.333874810315	0.0118221914111	0.0291437203274	0.00416120581145	0.0030484272688
m	0.313421362963	0.657960470105	0.012960759237	0.0118638965091	0.00146382689382	0.00232970762293
è	0.212050145321	0.708150343368	0.0697766265123	0.00718559640303	0.000600456674607	0.00223688192764
s	0.132955392774	0.611873967789	0.0975346835041	0.0977673600343	0.0114782897382	0.0483903635292
a	0.148344894258	0.381120022596	0.166581969168	0.214846326678	0.0165077372461	0.0725990505097
t	0.110601554753	0.210733042532	0.185991182389	0.359098682226	0.050399893082	0.0831756195032
è	0.0467805941177	0.097624922844	0.39322066013	0.323486495409	0.0606392240273	0.0782480973677
l	0.0393544772392	0.0716024612813	0.49096009671	0.22121941647	0.0760290543424	0.100834496656
i	0.0370042852797	0.0603187592938	0.20516716757	0.248499428823	0.293497558114	0.155512808885
è	0.0138451286932	0.0221894796313	0.108100744523	0.423898616274	0.330258171038	0.101707865462
n	0.0087177099644	0.0117229804438	0.0740084941743	0.653047482091	0.178138635346	0.074364702654
a	0.00591231493813	0.00625727573127	0.0301711243914	0.758885157364	0.133417843115	0.065356265118
t	0.00293387196271	0.00267867039376	0.0114810763305	0.563818014788	0.387381285705	0.0317070449393
a	0.00187472488957	0.00147214951229	0.00469941228683	0.208713561263	0.748422575235	0.0348175513131
p	0.00136700763186	0.000924586518463	0.00215341303894	0.0879774390877	0.843207005078	0.0643705394377
p	0.00120150159395	0.000742679450088	0.00129219213721	0.0335321752626	0.889866451693	0.0733650214792
è	0.00104498301465	0.000651738527296	0.00187453506997	0.0819789393209	0.707313233898	0.20713660216
t	0.00142505567155	0.000985498009099	0.00250079665666	0.100078622907	0.570021531299	0.324988514053
o	0.000926289185183	0.000695779649033	0.00127211359855	0.0370524144357	0.5873518371	0.372701584684
</S>	0.000474813884591	0.000350364343517	0.000642696218775	0.0205068377179	0.52865627855	0.449369042342
