 	voglio	che	Maria	venga	domani	</S>
i	0.559026365	0.29734385	0.0166444775	0.0372597925	0.077042655	0.0126828400245
t	0.519884097	0.125284262	0.0244790098333	0.0663995991667	0.128831675	0.135121328024
è	0.512852174333	0.0744678973333	0.0215243941111	0.0732971937456	0.141925034489	0.175933336276
l	0.701366458111	0.156153930444	0.00921102653703	0.0253646820719	0.0479970800183	0.0599068448267
o	0.472713721037	0.394100276815	0.0544046215123	0.0225956674906	0.0235082443728	0.0326774217422
n	0.196730667679	0.573582378938	0.118517040504	0.0253705351635	0.0167790916909	0.0690202549141
a	0.093804869893	0.597277512979	0.154762373501	0.0287990877212	0.0229138894636	0.102442238305
r	0.0860348449643	0.578044170993	0.123055447167	0.0274353049071	0.0271712268212	0.158258969435
t	0.218413828321	0.518732710331	0.062885478389	0.011871115569	0.0151780856071	0.172918773145
i	0.21926922964	0.340191158777	0.161464859463	0.0101865857897	0.010734744869	0.258153434382
à	0.0788560867467	0.176681088259	0.432941263154	0.0240177209299	0.0211858532897	0.266317994127
v	0.0454457422489	0.17593363942	0.531318187718	0.04293343931	0.0369980134299	0.167370960709
v	0.0439610407496	0.151800927807	0.613633282573	0.0354256924367	0.0288372412966	0.126341798203
r	0.0792437135832	0.123297917269	0.683414064191	0.0370041258122	0.0237906772522	0.0532495040343
i	0.0781611069477	0.099722180523	0.617248621397	0.102868963271	0.0274046750841	0.0745944746781
i	0.0263088841626	0.034592344051	0.429102904132	0.17469049109	0.0849450176947	0.250360371559
M	0.0259522684809	0.0419676504603	0.203183071711	0.204696333697	0.160450705898	0.36374997052
a	0.025802171767	0.0442988140734	0.127366964237	0.247209187899	0.320099228633	0.235223645173
r	0.0194905908623	0.0260009419445	0.060452126079	0.1912867783	0.312366772978	0.390402780058
ì	0.0175837000541	0.0201372380982	0.0314844463597	0.1519915251	0.239935387759	0.538867670019
a	0.00610130254627	0.00703619214407	0.0130730201526	0.1379070077	0.226682032586	0.60920042334
</S>	0.00305374391549	0.00352272406404	0.0065535421253	0.07127308785	0.131155921293	0.78444096167
