 	è	che	sono	ancora	svegli	che	ha	la	luce	accesa	</S>
è	0.82850915	0.100429552	0.00825607185	0.03217284	0.01328253915	0.0039182537	0.00691673874	0.004040265487	0.001859529071	0.000100680393975	0.000514385845445
n	0.705336303333	0.180662300667	0.0580114552833	0.0374147663333	0.01222537705	0.00166830242	0.0023938581	0.00135991555833	0.000642081635333	0.000105996650642	0.000179647962445
a	0.425323202911	0.315812323556	0.196866278428	0.0539980311111	0.00542245505	0.000826449315667	0.0008752596932	0.000462502729043	0.000229816592644	0.000113321837214	7.0356105815e-05
s	0.148457495104	0.335845924519	0.423568376143	0.076462275037	0.00722630238333	0.00100679989422	0.0011568370976	0.000411016947948	0.000316118380748	0.0046034294994	0.000945405169938
t	0.0647798407013	0.253487521506	0.599563378714	0.0519179691457	0.00965910012778	0.00396720429807	0.00615329826587	0.000922379949316	0.00104490102692	0.00660596493313	0.00189844418998
a	0.0332312475004	0.190966280502	0.693501646238	0.0523619938486	0.0103006980426	0.00593693033269	0.00767136632196	0.000890815463105	0.00109457759564	0.00273078094771	0.00131368756099
s	0.0352240164335	0.135201963501	0.645004515413	0.0784522226162	0.0334655606809	0.0263992176776	0.019405579674	0.00578381390103	0.0120346983852	0.00697589585257	0.002052477418
ù	0.0368603164778	0.098632131167	0.399426886804	0.327290762205	0.043832547227	0.0348924618925	0.023979550058	0.00833183023368	0.0159125310284	0.00844359401752	0.00239732142267
n	0.0236273874926	0.088839510389	0.399466110601	0.406905517402	0.0249784260757	0.0155297344642	0.009648252696	0.00398140924456	0.00567064862613	0.0128936627392	0.00845931475756
a	0.0177789107309	0.0806848337963	0.3987969282	0.439686655801	0.0223395066919	0.00763343308807	0.00419458207533	0.00167908348819	0.00200561756871	0.0143790285097	0.0108214290192
n	0.013503920477	0.0526750715988	0.301805020733	0.483573451934	0.045197763564	0.00672966812936	0.00330522135844	0.0022938866694	0.0022984368329	0.0444403470999	0.0441772394397
k	0.0280886648257	0.0695118171996	0.394288680244	0.314614523978	0.0506601345213	0.00580367854312	0.00269962668615	0.00243988356647	0.00241588945097	0.0597932533666	0.0696838851466
ò	0.0272035388419	0.0532252711999	0.301253726748	0.402105434659	0.0934925981738	0.0471385773477	0.00741375512872	0.00267219843216	0.00138239195699	0.0254313315789	0.0386811864489
r	0.029556578514	0.0420611792	0.142412088916	0.36588876822	0.112222202725	0.0807936304492	0.0293812940429	0.0323915900441	0.055136852619	0.0583919016496	0.0517639102163
a	0.0288946282713	0.0374045792667	0.088704094972	0.253356069407	0.177503357575	0.121561671483	0.0483706643476	0.0443456980147	0.0743494907397	0.0695568978165	0.0559528733054
a	0.0098187117071	0.0134714366322	0.0361456313473	0.190614264802	0.481627549192	0.140313047161	0.0382499437825	0.0197884305382	0.0271726037799	0.0235400856088	0.0192583078351
t	0.00409127775237	0.00605717755407	0.0165598941391	0.0746781486007	0.541739959731	0.157828209054	0.0354098422608	0.0169825760461	0.0131689580933	0.0558308042729	0.077653139445
s	0.00506318725079	0.00888312951802	0.024710310713	0.0469116108669	0.284310872244	0.202601729685	0.0614509140869	0.024859097682	0.0340538125311	0.081940538091	0.225214816482
ù	0.0054784830836	0.00882547800601	0.023815114771	0.055432056289	0.289233543081	0.200887763228	0.0999009646956	0.0289271345607	0.040311306177	0.0430706491637	0.204117547561
n	0.0148738206945	0.0161398871687	0.0238902377903	0.0601625510963	0.33883125436	0.240140927743	0.105255348232	0.0283290885202	0.0195620102257	0.0339239168546	0.118890994587
n	0.0263337892315	0.0247107450562	0.0320877142634	0.0697493493654	0.431838591453	0.198183338248	0.0633459524107	0.0182649704067	0.0098559796619	0.0314427548849	0.094186837529
i	0.0180781008072	0.0150315848021	0.0200322143211	0.0566993163551	0.435640831818	0.211092868416	0.16731324047	0.0183166837022	0.00416074904063	0.011545730295	0.042088666843
t	0.0121066626657	0.0112686770507	0.013818441007	0.027878359685	0.204160023939	0.333376976139	0.254412440157	0.0445356845674	0.0195827244135	0.021299579165	0.0575603806143
i	0.0100534093566	0.00990080654157	0.011425547829	0.0171237926783	0.0952166056463	0.30283552538	0.342410953386	0.0851226995225	0.0393495991378	0.0254086207217	0.0611523873714
k	0.00460219625353	0.00470625997186	0.005658380603	0.0079120746761	0.0515732262154	0.295514355127	0.424326977795	0.110900239841	0.0371301877126	0.0176529832406	0.0400230852905
a	0.00279226298118	0.00296660254395	0.00368730782967	0.00466417698537	0.0317459788385	0.262278525042	0.454689252598	0.155240369947	0.0322970075709	0.0149929778469	0.0346454990968
è	0.00170070832373	0.00159059726798	0.00170996937189	0.00327838975512	0.0185068010462	0.136736656347	0.464573390866	0.266872176649	0.0580401681903	0.0259740417156	0.0210170856989
c	0.00171438814124	0.00151792488933	0.00157855569063	0.00332095168504	0.0230927996821	0.117290053449	0.358395786955	0.326506488883	0.0626286260634	0.0552352439052	0.0487191748996
h	0.00492689431375	0.00432834596311	0.00461969049688	0.00624766099501	0.060914005894	0.122036674483	0.268214655652	0.301877019628	0.0315517253545	0.0936923746351	0.101590943633
i	0.00572034262458	0.00496786982104	0.00516246187563	0.00676256161167	0.063159858698	0.0749449344943	0.192814298551	0.332885886543	0.140988241785	0.0861654838784	0.0864280605443
o	0.00208406973819	0.00182924555368	0.00185426484854	0.00245452117056	0.021666633186	0.0292782717648	0.12531173285	0.290312008848	0.422539063928	0.0640248302928	0.0386453521814
l	0.0011214015894	0.00103257223123	0.00097905930618	0.00119997604352	0.00807872204867	0.0162472341883	0.07542891095	0.193082236283	0.533326187976	0.121437350098	0.0480663433938
ù	0.00102879346313	0.000930714143743	0.000830582958727	0.00142010691451	0.00427908534956	0.0139591823961	0.06056364165	0.168573578761	0.372458129325	0.274588303366	0.101367891131
s	0.00436482508771	0.00419128551458	0.00392061266624	0.00463278323817	0.00651680201652	0.0181256687987	0.05347901055	0.165193846254	0.257247799775	0.359635511122	0.12269184371
t	0.00648604902924	0.00670724603819	0.00724864788875	0.00648263774606	0.0169138250055	0.0218419212662	0.06202601885	0.165322182085	0.222484289925	0.241693120374	0.242794047903
r	0.00622357834308	0.00725635021273	0.00964218679625	0.00654803124869	0.0277357403352	0.0191005367554	0.07146873295	0.154051100695	0.202245986642	0.121998126791	0.373729649301
o	0.00487348672269	0.00583072071758	0.00801766624542	0.00512238272823	0.0208882445117	0.0133756003651	0.0544560893167	0.118434593565	0.202565328881	0.112659292264	0.453776616434
a	0.0016964021959	0.00203144739253	0.00275618645847	0.00178201715141	0.00718434379057	0.00473439293703	0.0236135833722	0.0613830965217	0.34060485296	0.166263277421	0.387950422145
n	0.0007336589453	0.000842897260843	0.00103733774949	0.00071868597047	0.00262810069686	0.00301857248101	0.0143835327241	0.0477221508406	0.418430650987	0.307552735807	0.202931704048
a	0.000442249151767	0.000468275950281	0.000493877766497	0.00037490859349	0.00103860552562	0.00252685766034	0.012108208708	0.0447707929469	0.360483583662	0.384422161936	0.192870511349
m	0.000699187687256	0.000693093723427	0.000640814738832	0.00058274637783	0.000819628921873	0.00223411642011	0.008423584036	0.032787502649	0.284692194554	0.432514620645	0.235912533783
m	0.00368082722909	0.00368630440781	0.00361681024628	0.00301539182594	0.00375051697396	0.00492870664004	0.00998169767867	0.0300224215497	0.147594837185	0.478304023548	0.311418464594
è	0.0068025144097	0.00653118603594	0.00582353708209	0.00539601540865	0.00592592665799	0.00594312941335	0.0118556595596	0.0266799168499	0.0748226810617	0.531684327849	0.318535118198
n	0.0247970608032	0.0196850405786	0.016184007694	0.0209258461362	0.0175363552193	0.00884095400445	0.0165630981865	0.0261812942833	0.0424169170206	0.53023069595	0.276638736066
o	0.0282277829877	0.0217996096729	0.0180513563447	0.0241582775487	0.0198027826878	0.00847040476815	0.0145051792955	0.0186814713611	0.0244126950069	0.371830771983	0.450059652022
</S>	0.0141724855739	0.0109659655565	0.00910055384235	0.0121234355293	0.0099483727659	0.00431503903407	0.00784173749775	0.0102214395805	0.0157399910034	0.296124395991	0.609446576011
