 	forse	stanno	ancora	svegli	</S>
f	0.710299725	0.2220467535	0.05391310625	0.005689339025	0.0080511076
ò	0.606468358333	0.3008559845	0.0791565854167	0.006012053175	0.0075070477
r	0.439284589444	0.4353295015	0.0660606231389	0.0261339798917	0.0331913090667
s	0.192290186481	0.450905123833	0.094840895713	0.0445462499639	0.217417521689
i	0.0987937466437	0.527389117944	0.0972447119043	0.028033253888	0.24853919548
s	0.0366381235312	0.724567972648	0.0638102939681	0.026459885196	0.148523760077
t	0.0166271846104	0.611097360883	0.049463210656	0.0672606950653	0.255551576692
è	0.0114925898035	0.607051643628	0.0901271128853	0.0650256190884	0.226303055497
o	0.0090372452945	0.659244494543	0.229987744295	0.0251548235961	0.0765756756657
n	0.0037454139915	0.469750161514	0.262687438098	0.0693137343654	0.194503229122
e	0.00197279731183	0.218157978838	0.444901229366	0.0843496721218	0.250618271374
a	0.000740240815277	0.0856505420793	0.738864643122	0.0735469413739	0.101197569891
n	0.00196042320176	0.0410184994931	0.633772414374	0.222646530458	0.10060210773
k	0.00251667107725	0.0413706831644	0.316138439125	0.233589152153	0.40638504591
ò	0.00441389336908	0.0335655713881	0.407080014042	0.0878756263843	0.467064875303
r	0.064879666123	0.086817178796	0.607628551347	0.0507458257948	0.189928749434
a	0.081695093199	0.112505140599	0.398858664782	0.202311201932	0.204629880811
a	0.0273051147243	0.0485712199663	0.173156170261	0.524010647311	0.22695683027
t	0.0102164635748	0.0170553462221	0.135456577754	0.706249072437	0.131022513423
s	0.00449613024827	0.00641545796403	0.102589950985	0.501222993146	0.385275451141
ù	0.00157331258942	0.00221892776034	0.0436972047283	0.499239870049	0.453270653714
n	0.00214187487981	0.00164391280245	0.0347032952428	0.768844536683	0.192666324571
n	0.00582774235994	0.00553425380082	0.0340826960809	0.774813998894	0.17974125819
i	0.00572978516998	0.00598903910027	0.0370246806936	0.780793119631	0.170463356063
t	0.00275322357333	0.00253906323342	0.0290140227645	0.58766771121	0.378025975354
i	0.00152681268231	0.00134473222714	0.0123300880882	0.296106508403	0.688691845118
</S>	0.000765367877955	0.00067967528757	0.0064721339941	0.248800554201	0.743282252559
