 	che	vende	buon	pane	</S>
k	0.98094747	0.0170586815	0.00088573722	0.0006461986985	0.00046200746
a	0.894572236667	0.100227409167	0.00461053888667	0.000241453389167	0.000348497236667
i	0.541468811736	0.382869319722	0.0749934272956	0.000193813200389	0.000474716888889
p	0.186924538759	0.508301799907	0.123846292432	0.0723684625468	0.10855892973
u	0.0692571451863	0.495985493302	0.125706334144	0.104166797516	0.204884216577
l	0.0563050266621	0.556588377767	0.110108299048	0.0747811758387	0.202217075526
ì	0.0547022398874	0.456270782589	0.273356314016	0.0668240442796	0.148846593509
t	0.0522459216291	0.422573204196	0.344507023339	0.0708455337599	0.109828312836
s	0.0511618108764	0.335547065399	0.14941136978	0.0939790412533	0.369900697612
o	0.0202810959901	0.125282565556	0.07430497926	0.247074973751	0.533056365871
m	0.034540654028	0.105624758275	0.118278655753	0.42222946125	0.319326450624
ì	0.0408639720093	0.100677374758	0.387348381918	0.331890450417	0.139219771541
k	0.0495408720031	0.0832887169193	0.517361660639	0.256017303472	0.0937913865137
a	0.0509084383077	0.0756460329064	0.294799010213	0.444048381157	0.134598115505
l	0.0182056785759	0.0260398145021	0.108468192871	0.538250740386	0.309035558502
ò	0.00745455835863	0.00958735819403	0.0625466804237	0.369925920129	0.550485466167
</S>	0.00404179717932	0.00501360473701	0.0684449652119	0.258697250065	0.663802383084
