 	non	aveva	dove	aveva	per	stare	</S>
e	0.96996501	0.02459997725	0.0013445488	0.0006814436443	0.00082942249835	0.00198028363885	0.000599457165
n	0.72857266	0.0183198035833	0.0052393198	0.0309659528443	0.0413415167983	0.00186383480552	0.173696986765
ì	0.327440796333	0.309334424194	0.0333569806	0.0416396531148	0.0549091463128	0.00183845681017	0.231480512435
c	0.122150052778	0.596186668065	0.1643127902	0.0200844235383	0.0184522687043	0.000652167651723	0.0781615806583
h	0.047861764926	0.601376642688	0.302222980067	0.0142683648461	0.0062646573381	0.000261111937241	0.0277444148194
e	0.025227909642	0.466704037563	0.482884343356	0.00986327928203	0.00346619349603	0.000427145792414	0.0114270089731
p	0.112845334881	0.237771955854	0.429945483119	0.00975492342734	0.0772177336653	0.00616262036414	0.126301925424
u	0.137339575327	0.102126756285	0.209058269706	0.160321965476	0.189438144555	0.0266396994547	0.175075592808
ì	0.053576046809	0.041679577095	0.184879226569	0.379893711825	0.221568338185	0.0370239128182	0.0813791786027
c	0.0258515121697	0.0221563100317	0.128237007523	0.537694913942	0.198796649395	0.0328704292727	0.0543931612009
h	0.0109163029566	0.0176437063439	0.0640760011743	0.655163261314	0.180380139798	0.0238645384242	0.047956010067
e	0.00582081541887	0.013596638688	0.0346788898581	0.459744369105	0.221043443266	0.219043324808	0.0460724880223
n	0.0105876522396	0.0127374328027	0.021668686086	0.171573326702	0.406146657755	0.343667114936	0.0336191182408
a	0.0119407630395	0.01234969073	0.0163117184637	0.0717728806273	0.367330581085	0.503933744979	0.0163605969803
s	0.0140385749728	0.0097032653724	0.0105485592562	0.0253122176024	0.164921195528	0.727183414993	0.0482927609934
t	0.0147782905309	0.0092458319908	0.00901010801873	0.0100559110575	0.096651218476	0.802069204998	0.0581894403311
a	0.0049718871023	0.0035161527356	0.00347613336624	0.0037074968825	0.033902625692	0.920427768333	0.0299979801104
t	0.00651911041943	0.0017899005172	0.00158299844875	0.00134359110417	0.0137627377973	0.719221772778	0.255779966703
ì	0.00710913871314	0.00124607361407	0.00108067848292	0.00062166286139	0.0068119721991	0.339236805259	0.643893708901
</S>	0.00366935921657	0.000681932369535	0.00083493039146	0.000517704965695	0.00409467599955	0.18687939913	0.80332200445
