 	deve	essere	bianco	</S>
è	0.9915336	0.0070723368	0.000626701175	0.0007673616818
n	0.9009858	0.0671786749333	0.0294213143583	0.0024141873818
a	0.546754968	0.394624458311	0.0526676171194	0.00595293069393
è	0.189759881333	0.754192786104	0.0501754193731	0.00587188203131
n	0.078485406111	0.692058415368	0.163057447791	0.0663987004771
e	0.041508325037	0.632115741789	0.22502980593	0.101346123492
à	0.0168188816123	0.49987508593	0.424260111977	0.0590459144973
s	0.0104273114708	0.190405039977	0.518659057326	0.280508581499
p	0.0073936653116	0.0706992298357	0.257361238442	0.6645458605
r	0.00314744905853	0.0257696502886	0.392955532147	0.5781273935
o	0.00170981834618	0.0106699286229	0.685795110716	0.301825171167
</S>	0.00086624496309	0.00542446235145	0.734323955358	0.259385335583
