 	forse	non	li	ha	a	casa	</S>
f	0.64945454	0.212530368	0.108116824	0.01339765	0.00667417325	0.0061594304	0.00366705405
ò	0.521276686667	0.290963699333	0.157096294667	0.0159920086667	0.00536382681667	0.00593939827333	0.00336816514333
r	0.378661682222	0.339232126444	0.226069361556	0.0209638732222	0.0171242323389	0.00697817373111	0.0109706209744
s	0.161308454074	0.315393544148	0.241652570519	0.0954960277407	0.0918992894463	0.026287608577	0.0679625679915
i	0.0813845315013	0.371503833383	0.22928854684	0.111037502247	0.101719988645	0.027846091629	0.0772195535089
e	0.0272591530571	0.480197497794	0.36637151228	0.0566968470823	0.0340740918583	0.00949348114633	0.0259074041147
t	0.0113143762324	0.324147142598	0.429825874093	0.103137932361	0.0551562574328	0.0237676608821	0.0526507034716
u	0.0059459038098	0.179853690866	0.515029338031	0.138959850787	0.0631648116776	0.0316858454607	0.0653605344905
s	0.0102319602023	0.140146203622	0.539994989344	0.176667033596	0.0463443730925	0.0262682843202	0.0603471648302
è	0.0121857806008	0.0959894905407	0.342498096448	0.422542311199	0.0493145420308	0.0219149583734	0.0555548316767
c	0.00606289620027	0.0569171795136	0.200395998816	0.5662589804	0.10740438501	0.0223368883911	0.0406236406256
h	0.0142547852001	0.0555893848379	0.140215522939	0.477238580133	0.145257258337	0.0328734254637	0.134570986875
i	0.0160805470667	0.037503101346	0.0825799686463	0.345437703378	0.333191876112	0.0322915364879	0.152915239958
è	0.0073658501889	0.0130106556587	0.0334050805488	0.202107499126	0.411571505371	0.265068394829	0.0674710423193
s	0.0065529888963	0.00701067312957	0.0165253565163	0.107509117709	0.214946918457	0.60545514161	0.0419998454398
s	0.00507265216543	0.00515986124319	0.00956549750543	0.042956000103	0.112988252486	0.73989602387	0.0843617284799
u	0.00193562552048	0.00204819533533	0.00359125993814	0.014982218156	0.0471421896953	0.812576474623	0.117724039493
</S>	0.00096914415824	0.00102529589907	0.00180093262357	0.0075094249605	0.0265459086476	0.857468937311	0.104680349747
