 	che	non	li	aspetiamo	</S>
n	0.97061585	0.0132817003	0.0063638004	0.000146555995	0.0095921215
a	0.67323894	0.312651447433	0.0064828304	6.96335916667e-05	0.0075571684
m	0.2541005663	0.436473937144	0.0331782208	0.268057958654	0.00818931603333
i	0.0977363317333	0.457672813715	0.0624301152667	0.368331928218	0.0138287593444
t	0.0567010559111	0.457024934572	0.0817243417556	0.370143918073	0.0344057054481
u	0.0318599559037	0.208786434857	0.248554480585	0.387230166024	0.123568946816
s	0.0132230224346	0.105143717286	0.275993222528	0.474667148675	0.130972862505
m	0.0187035126782	0.060970074762	0.139864439843	0.578121782892	0.202340201068
ì	0.100950914226	0.237759848254	0.0998452816143	0.330729795964	0.230714174689
n	0.232681391409	0.372611472751	0.0599510178714	0.242147023655	0.0926090632297
o	0.195099657136	0.225753634584	0.0559253016238	0.355953951218	0.167267451743
m	0.067649591212	0.080951802528	0.0490100858746	0.600173670406	0.202214855248
e	0.0244994260173	0.029894829876	0.0273570319582	0.554308926802	0.363939756416
</S>	0.0123902631786	0.015242052488	0.0191614479791	0.355670318401	0.597535878208
