 	dovevo	comprare	il	pane	</S>
ì	0.995047615	0.0023082557	0.001173106	0.000660309476	0.000810609051
c	0.912615038333	0.0433533781333	0.0031988962	0.003895012776	0.0369375694177
h	0.886416246111	0.0557501449978	0.00372848500533	0.00497589609467	0.0491292056859
a	0.649290278704	0.327083265619	0.00162421234044	0.00177866008422	0.020223631442
n	0.405201822901	0.531422141873	0.00192803201348	0.00370113591141	0.0577468861473
a	0.312000015634	0.608163867291	0.00198448030449	0.00442266353714	0.0734289587158
a	0.113390281678	0.825876665764	0.0203590440682	0.00312855224571	0.0372454029053
f	0.0419073523593	0.603745815255	0.158904860023	0.0782342509152	0.117207667635
o	0.0177283130264	0.278415751752	0.219490180008	0.163933943638	0.320431785878
r	0.0499787099155	0.239581133917	0.226530836669	0.146896507879	0.337012785293
à	0.0678868049718	0.199992207972	0.265387945556	0.25040464596	0.216328365098
s	0.129299146657	0.205815622657	0.201076551852	0.318428708653	0.145379957033
o	0.142492923076	0.181100579786	0.171277253951	0.339186186218	0.165943031011
t	0.0758297352153	0.0974953488287	0.191305547984	0.466108462073	0.16926086167
o	0.0535823622914	0.0681963594429	0.156042339328	0.628634907358	0.0935440385567
t	0.0187090014168	0.0242550586476	0.0859381264427	0.800045022453	0.0710528071856
s	0.0075447381056	0.0113249394825	0.0927199221476	0.748626490818	0.139783856729
o	0.00298022055763	0.00560098086983	0.0825079095159	0.731309880273	0.17760092691
m	0.00458194984164	0.00841037973228	0.0726533953053	0.787448146758	0.12690607697
ì	0.00925057661388	0.0143476437441	0.0701679809351	0.599190585586	0.307043202323
</S>	0.0108283593069	0.0146968086221	0.0384983892175	0.440207417793	0.495769026161
