 	se	si	era	vestito	il	mio	fratello	l	avessi	portato	con	me	</S>
a	0.9355628	0.0246205005	0.0064401934	0.00449538975	0.0033367343	0.009769323015	0.00078937028	0.00740850239055	0.00506417934355	0.0014973853159	0.00062716145708	0.000109157401282	0.00027931664887
n	0.654568493333	0.1245431485	0.0618961700667	0.0189983420833	0.113826812533	0.012791995015	0.00501694494667	0.00386820439055	0.00211631247688	0.0007129996159	0.000239068093747	7.39499446157e-05	0.0013475986822
ì	0.253525336778	0.425936632833	0.117276176689	0.0250407224611	0.151458596711	0.0142040567717	0.00631036624889	0.00271749494018	0.00117774660896	0.000469373381967	0.000112870098582	6.34491942386e-05	0.00170718276273
c	0.101403856293	0.636203677611	0.187975178896	0.0126269932537	0.0520981015703	0.0052556249139	0.00211952507796	0.000939620915393	0.000443540593987	0.000175601508089	4.4604395194e-05	3.99367141129e-05	0.00067370584291
h	0.047132397131	0.645362592537	0.275192149632	0.0100018784179	0.0184005225001	0.00186950523463	0.000743543262987	0.000327889679798	0.000162725105329	6.60368487963e-05	4.7411123398e-05	0.000134172954704	0.000559145734303
e	0.0301744967103	0.518445407512	0.414140863211	0.021568903806	0.01307973601	0.00133673658488	0.000330418029662	0.000200271919266	6.77318941097e-05	3.77609949321e-05	4.50891262993e-05	0.000148398290168	0.000424185793101
n	0.0123406728034	0.308646799171	0.587794744404	0.0571803112687	0.0314904640033	0.00162135859496	0.000192234776554	0.000276109206422	4.59169717032e-05	3.09332259774e-05	2.65296579331e-05	6.85818433227e-05	0.000285379479367
d	0.00687572073447	0.190013333057	0.626923201468	0.114204183756	0.0562594600011	0.00305614423165	0.000268826358851	0.000561351892141	9.79163049011e-05	4.21362076591e-05	4.45239999777e-05	7.06453624409e-05	0.00158259469312
i	0.00439444803816	0.109107502686	0.495639053823	0.296846747919	0.0835508600004	0.00730098034388	0.00041758699295	0.000630747210714	9.9188092167e-05	4.24996928864e-05	3.98823344592e-05	5.26396586403e-05	0.00187787291604
s	0.00733870357272	0.067238580562	0.356405601274	0.374728375973	0.141157843333	0.0209351466146	0.00305023910432	0.0221347912836	0.00124426402126	0.0025702438133	0.00134324108929	0.00017829598404	0.00167466082368
ò	0.00881154422424	0.0486850800873	0.263160147091	0.391562108658	0.213778127778	0.0283681798715	0.00670955503477	0.0295574894612	0.00192598557375	0.0036571940711	0.0018402780931	0.00023117014868	0.00171315619789
n	0.00475619070808	0.0327123439291	0.238201992364	0.450565549553	0.232869852593	0.0193149949572	0.00613236801159	0.0102689677404	0.00102229206125	0.00150884522703	0.000712159796367	0.000260298836893	0.0016741710893
t	0.00838683883603	0.040027326643	0.232642297455	0.399491639851	0.233856987531	0.0177760613191	0.00599040767053	0.0049152834668	0.00287452099042	0.00226907147901	0.00333551063412	0.00130176607896	0.0471322999631
a	0.00834556172201	0.0284700437477	0.121677163485	0.307296546617	0.308413255844	0.139376553773	0.00966285322351	0.00375005162227	0.00346709306014	0.00257060916634	0.00418841262871	0.00147739986372	0.0613044905077
o	0.00286005301067	0.00999716948257	0.0447853206617	0.160638078406	0.335027228615	0.406258644591	0.0114655864078	0.00426147677409	0.00124215558338	0.00107525609545	0.00141235030147	0.000493827425473	0.0204828748726
a	0.00105026265356	0.00342349454752	0.0157382373539	0.057722985002	0.291055986205	0.600259324864	0.0112483071359	0.0104295306914	0.00066932020446	0.000840197398483	0.000475941547223	0.000168187155991	0.00691820546753
t	0.00108812560785	0.00337417696917	0.0189369277513	0.0567734176673	0.251924705402	0.526961464955	0.0713204683786	0.0341570475638	0.00908048924482	0.00281049303283	0.00170057495457	0.00525408713266	0.0166179981492
r	0.00222276803595	0.00568932342306	0.0230741344171	0.0649858055558	0.174935418467	0.328330321652	0.11143080946	0.0526200405213	0.0282450390816	0.0109922222443	0.0224663289849	0.0266437187109	0.148364069383
e	0.00191864547532	0.00432567235102	0.011364714029	0.0332721051853	0.093071623489	0.403148883884	0.0844589731533	0.0776222648404	0.0317267973605	0.0128004888814	0.0282759434283	0.029851932837	0.188161977128
f	0.00304118585511	0.00417786299367	0.00827485406633	0.0194462463951	0.051741494163	0.399317927961	0.272839417718	0.108443641613	0.0214904614535	0.0111474400938	0.0123610989094	0.012146723779	0.0755716690427
f	0.0040147396517	0.00790584099789	0.0118990266888	0.0259054147984	0.047255357721	0.26566273932	0.316869759906	0.0986219555377	0.0420345254845	0.0222407133646	0.0646617019698	0.034032817493	0.0588954156809
ò	0.0033049395839	0.00681660636596	0.0098166156296	0.0243436500995	0.0367250522403	0.200252769773	0.328756607302	0.0878003101792	0.0944151164948	0.0278968227882	0.0860332276566	0.0410279227643	0.0528103723936
m	0.00856126219463	0.00985637982199	0.0151796406099	0.0270904161998	0.0323827790801	0.0973669399243	0.512238012434	0.0760324500597	0.127167175498	0.0194369895961	0.0366918887855	0.0150328901881	0.0229631789645
m	0.0399029960649	0.0391453769407	0.0535734442033	0.0650223797333	0.0666592956934	0.0776637783081	0.392554784145	0.0455233453532	0.139025538499	0.0135169208654	0.0178059921618	0.0084287180627	0.0411774119882
u	0.044292623075	0.0418041186636	0.0557124900844	0.0627580866778	0.0617698736645	0.061566100436	0.180464509715	0.108031380451	0.273501656166	0.0212529262885	0.0163296897206	0.00721795815423	0.0652985786627
o	0.0150369760117	0.0141050916929	0.0188527107115	0.0217095410259	0.0217813861882	0.0398435091453	0.0751964132383	0.26045385015	0.289482002055	0.177609616096	0.0147193989069	0.00455005205141	0.0466594565542
n	0.00616702343723	0.0055574310193	0.00783788170383	0.0094956393753	0.0106467182627	0.0271691537151	0.0606638894128	0.277522046717	0.236899994018	0.244811672032	0.0176035556356	0.0345633335505	0.0610616758514
ì	0.00353607757908	0.00279789361977	0.00437185746794	0.0058164435251	0.00684585708757	0.019648877705	0.0767595698043	0.167584248906	0.326538208006	0.228121584011	0.0453855778785	0.0468881501835	0.0657056809505
c	0.00270959325969	0.00204501681992	0.00294502548931	0.00386421650837	0.00428790069586	0.0105711203683	0.0674816499348	0.089771836302	0.381622236002	0.29651729467	0.0733386626262	0.0295659323945	0.0352795676502
h	0.0056099462199	0.00497113160664	0.00598971439644	0.00681735243612	0.00808715856529	0.0132717951228	0.0461438706449	0.0633287087673	0.403789852001	0.29809887489	0.0630216992087	0.0310726217982	0.0497973342167
a	0.00576262374997	0.00501477461888	0.00585519641215	0.00638031111204	0.0077165564051	0.0113840345743	0.0217646288483	0.0504998659224	0.295545594	0.30965255163	0.166601961403	0.0315400665994	0.0822818314056
p	0.00813705159332	0.00603610095629	0.00643252775072	0.00619623733735	0.0068607763517	0.0098240910581	0.0192942109161	0.0392892583075	0.132111659333	0.255853820543	0.303774667134	0.0898783505331	0.116311227135
à	0.00947468033111	0.00661498826876	0.00696462168357	0.00662947947912	0.00692519441723	0.0098533017527	0.0251777403054	0.0341647754358	0.0761618477777	0.239200710181	0.244748112378	0.161416470178	0.172668072378
r	0.0064202782437	0.00478234957292	0.00514030812786	0.00520945265971	0.00516299577241	0.00690817731757	0.0215856107685	0.0234119703119	0.0685106109259	0.244242956727	0.214855464126	0.235860990059	0.157908801459
o	0.00472184164123	0.00389422203331	0.00412998921762	0.00418349536857	0.0041799016108	0.00518493761919	0.0131384132195	0.014213699604	0.0427633919753	0.160896368909	0.258672624709	0.27309505002	0.210926044486
n	0.00242976744041	0.0019456479201	0.00211789854754	0.00214943377152	0.0021585892236	0.00285870085306	0.00914050336983	0.008680037468	0.0332749939918	0.145465469636	0.285527288236	0.276890026673	0.227361636495
t	0.00219971798014	0.0017435377067	0.00192670128251	0.00195022565717	0.0019270894412	0.00278080818435	0.00826383045661	0.007744016756	0.0309033659973	0.123423198879	0.256633172745	0.358784085558	0.201720243832
a	0.00133349721671	0.0010520259689	0.0011550909595	0.00115305874272	0.0011044706934	0.00172899326612	0.0032584817342	0.005357789052	0.0142285983324	0.059823405293	0.223681740915	0.390511148519	0.295611711277
m	0.00079467249557	0.000607408022967	0.000672187685167	0.000663813087907	0.000643697344133	0.00095265946004	0.0021061978934	0.00303548835067	0.0095327611108	0.044454938431	0.229986620305	0.466607529506	0.239942037092
e	0.000640764588523	0.000464931778656	0.000520389551722	0.000502733021636	0.000489763828711	0.000684505409013	0.00171916772813	0.00202803325022	0.00756955745693	0.036575544977	0.253128836768	0.493443323169	0.202232472364
m	0.000523222252841	0.000348312530552	0.000393871973907	0.000365705582879	0.000349223956904	0.000471784725338	0.00108382237304	0.00137897655007	0.00466201090564	0.0245041074923	0.232663565589	0.54021467439	0.193040758788
e	0.000458101137614	0.000302890774184	0.000341328020636	0.000315404939626	0.000300503987968	0.000393913708446	0.00086748829968	0.00103317163669	0.00357000231188	0.0178364888308	0.15657875853	0.573468524797	0.244533440929
a	0.000913398432538	0.000187039092061	0.000223898986212	0.000132589858542	0.000136642464989	0.000245350802815	0.000322206601893	0.00112903776556	0.00142775853729	0.0205567889436	0.142168306177	0.386131698266	0.446425286976
</S>	0.00155665021627	0.00021096630103	0.000258567868106	9.7768129271e-05	0.000119160282495	0.000274324451407	0.000203397440947	0.00151337633278	0.000887714903645	0.0298089044718	0.141229773088	0.284908084133	0.538931323488
