 	non	ho	cosa	è	da	mangiare	</S>
e	0.98207939	0.01245817	0.00184095845	0.0007207726955	0.00183847648335	0.000555741039	0.00050646912625
n	0.702772193333	0.0208368293333	0.0174102863833	0.0313316217288	0.0668423059834	0.0175854937723	0.143221279793
è	0.306353877778	0.266737702444	0.0798827697944	0.0436863135763	0.0887758090945	0.0235269040574	0.191036639398
c	0.131785214926	0.437611460815	0.287905506598	0.0336207841921	0.0302428090648	0.0125185634858	0.0663157003993
h	0.059853512642	0.369751036938	0.486893572199	0.0332573147307	0.0105851218016	0.0127591154953	0.0269003704998
o	0.0321274546807	0.263408773979	0.5980934074	0.0789750382436	0.0056670404472	0.00910818049843	0.0126201492333
t	0.0600898766936	0.127967796326	0.475987802467	0.0933438684145	0.0133009521491	0.104118431833	0.125191309578
i	0.0677446581265	0.0664761099753	0.198962502489	0.209083208471	0.130387822716	0.153485920611	0.173859814526
è	0.0294633206042	0.0249116794584	0.11983906583	0.41924134949	0.258250154239	0.0739490312037	0.0743454275087
n	0.0225384642014	0.0275971530861	0.120450771943	0.410986563163	0.263061774746	0.0726147747346	0.0827505071696
a	0.0133874666738	0.0262831559364	0.079094232001	0.239695367721	0.489108248249	0.0696522862449	0.0827792456565
f	0.00925787783127	0.0132064658865	0.033340149687	0.0956776625737	0.523553819416	0.284740803415	0.0402232238188
à	0.00837705594376	0.0093298491955	0.0197854278957	0.0517005408579	0.327483243139	0.519325354472	0.0639985246063
o	0.00334263427125	0.00363186768517	0.00859160940857	0.0289047511993	0.233560925713	0.389897271491	0.332070959535
</S>	0.00173385907063	0.00184902592259	0.00444541436929	0.0149404619696	0.130705629856	0.272961655746	0.573363994767
