 	questa	casa	la	costruirono	cinquanta	anni	fa	</S>
t	0.9071171	0.0325376818	0.00864561865	0.00936147625	0.016345051	0.02229685639	0.001078898697	0.00261735185
ù	0.897971246667	0.0800995161333	0.00381329455	0.00352996029	0.00586494198483	0.00747839072197	0.000362349671351	0.000880336019881
t	0.824193052222	0.158307715378	0.00622078141667	0.00546355480333	0.00255105187978	0.00251224069362	0.000153143744802	0.000598433576508
t	0.863164540741	0.120128609959	0.00700828740556	0.00671337280111	0.00151190640659	0.000859227704873	8.75090976007e-05	0.000526506355503
o	0.647202710247	0.32905920482	0.0196584884019	0.00298550752704	0.000574222836197	0.000289015239528	3.32777684546e-05	0.000197575908643
s	0.498508733416	0.424139328273	0.063029858134	0.012936998569	0.000884733432732	0.000229805425079	3.98242577392e-05	0.000230771139689
p	0.495906044472	0.290581989424	0.112986972711	0.0807964171897	0.0163653251442	0.00121989583503	0.00064905848758	0.00149433222323
ì	0.247271607824	0.417105776475	0.218342664237	0.0923540515632	0.0208877391514	0.00145340303501	0.000825313945727	0.00175943421741
t	0.209498595608	0.377600898825	0.361161011412	0.0371014620211	0.0082492324538	0.00057000371167	0.00118809336511	0.00463071028214
i	0.194783792869	0.220975736275	0.541607613804	0.0308501523404	0.00459479775127	0.00024756545889	0.00131023191204	0.00563011211738
t	0.088187028623	0.148977940758	0.614456524601	0.121006990113	0.0115102698838	0.00104214189796	0.00456710799435	0.0102519570625
o	0.0501025847077	0.082980735586	0.575707524867	0.255061676704	0.0164261896279	0.00135400258932	0.00578840911812	0.0125788588208
f	0.0316149977359	0.0564848685287	0.495316524956	0.379571385568	0.016668002876	0.00092289658644	0.00613303932604	0.0132883074069
a	0.0248786558286	0.0353845361762	0.290808359652	0.607255661856	0.0183659779587	0.00088285769548	0.00685046724201	0.015573515469
b	0.0119539735262	0.0185963120587	0.156709819884	0.773578733952	0.0156201878196	0.000682453131827	0.007592979714	0.015265557823
b	0.0134050605087	0.0372826623529	0.154677268628	0.741464724651	0.0101089049732	0.000466759316276	0.00827263197133	0.0343219886077
r	0.0428583221696	0.113285112451	0.163318422876	0.57603459155	0.0183241991911	0.00179392307776	0.0106858557238	0.0736995795359
i	0.0469139769465	0.11334214555	0.105575653292	0.629702037183	0.026376526397	0.00225242782259	0.0104542060946	0.0653830364453
k	0.0201206222055	0.0434891725833	0.0563323244307	0.791817135728	0.036807749799	0.00140481103753	0.0124768818849	0.0375513094151
è	0.0114446619685	0.0208847567278	0.0411460238102	0.805997695243	0.0697845432663	0.00818732797918	0.0132836919616	0.029271331805
t	0.0211541608895	0.0245914687759	0.0416498659367	0.689940668414	0.128719771089	0.0124599186597	0.0467821486539	0.0347020302683
s	0.0261803496298	0.0329847932586	0.0422450529789	0.405218872805	0.15433417203	0.0378034242199	0.185388902885	0.115844456756
a	0.0108702618433	0.0193332575129	0.0182702007263	0.226909164268	0.361714015677	0.0453255400733	0.192848134295	0.124729426252
n	0.0065210095811	0.0095179092643	0.0114654313088	0.184540561423	0.639548421892	0.0218309440244	0.074459838765	0.0521158517507
o	0.0050432225927	0.0061812243081	0.00890419773293	0.123219473808	0.770409343964	0.0225516733415	0.0354136835883	0.0282771889169
p	0.00813138359657	0.0081624853227	0.010574427541	0.0691603546027	0.711414201321	0.0278168094472	0.110640804529	0.054099565639
e	0.00915881832786	0.0087979137789	0.0111224177383	0.0474621632009	0.65297532044	0.0653618664824	0.14446589351	0.0606556308797
t	0.00498021347162	0.00501531749763	0.0062453848041	0.0273773377336	0.621728986813	0.0871964454941	0.196012236503	0.0514440692932
t	0.00726932605721	0.0116548240659	0.0103038819347	0.0587185462445	0.445687788938	0.073739788498	0.284301862168	0.108323966431
ì	0.00627440953574	0.0121769239553	0.0095599363449	0.0639808560815	0.378130269646	0.217408536166	0.193904281723	0.118564785477
n	0.0104780293619	0.0128856312518	0.0125979544816	0.0418226783605	0.437045249882	0.304392718722	0.116161521574	0.0646162114923
t	0.0122824563206	0.0147330708839	0.0139125110272	0.0336495367868	0.454853863294	0.344154129574	0.089836534858	0.0365778801641
a	0.00467325347887	0.0069356036913	0.0053808172704	0.0147570196289	0.353024187765	0.495872526525	0.081726589286	0.0376299867214
