 	non	vuole	mangiato	mangiato	tutta	una	volta	</S>
e	0.74449076	0.25384645665	0.000936292976	0.000381198863	7.9923415e-05	0.0001200719168	0.000112141341	3.31720936e-05
t	0.453051836667	0.254153413917	0.037540848192	0.0519238727543	0.0201792682317	0.0194540753901	0.158980369064	0.00471632533027
è	0.219675585556	0.386260789672	0.0520217393973	0.0689610926848	0.0269044401639	0.025914548385	0.213959760888	0.00630204093142
l	0.289354225185	0.539153363224	0.0369186611324	0.0237167134283	0.0093368114413	0.01169038805	0.0832025621627	0.00662727479847
i	0.288230669728	0.305440542741	0.294067251711	0.0404978652428	0.00632021311377	0.01190228135	0.0430214313876	0.0105197672662
f	0.111016933243	0.134520583247	0.548191763904	0.0836491050809	0.0209309970379	0.0468867527833	0.0215291187959	0.0332747647554
a	0.049853185781	0.0766285100823	0.558531344635	0.120107915027	0.0336896386793	0.0733762305944	0.011902249932	0.0759109349185
m	0.027949733627	0.0567518200274	0.513915298212	0.168342441676	0.102538205226	0.0500474118648	0.007320024094	0.0731350816395
è	0.031759004209	0.0559368050091	0.560962029404	0.164701843892	0.121148779409	0.0268247319549	0.003702544148	0.0349642593132
n	0.0958357720697	0.17712099167	0.528354323135	0.108812341964	0.0543524501363	0.0150808081516	0.002686663016	0.0177566325377
o	0.105900576457	0.200269050557	0.295382644378	0.088683005988	0.221755299379	0.0288018538839	0.00184978230533	0.0573577848459
o	0.0357600422923	0.0712321614857	0.132016576126	0.0694391266627	0.52909311646	0.0900943129613	0.00115391471511	0.071210738782
l	0.0142816653041	0.0269791277952	0.0574517367087	0.0445452988876	0.56390944882	0.10969090432	0.0034084448517	0.179733353427
i	0.00709300281137	0.0119693299084	0.0313580555696	0.0317885052959	0.37105745294	0.18066655144	0.00438595535057	0.361681134476
m	0.00588519181379	0.00799551694613	0.0222541198565	0.0266807907653	0.369695127647	0.22374014048	0.00678799535019	0.336961111492
i	0.00551132812793	0.00664655188204	0.0188282919522	0.0247376982551	0.319106648882	0.34132177016	0.0082221012834	0.275625620497
a	0.00195853909264	0.00250627159401	0.0111725246507	0.0170059104184	0.132910612627	0.535568873387	0.0046623440278	0.294214963499
f	0.00215282679088	0.002625321598	0.0142592182169	0.0197891541395	0.120034770876	0.445247534462	0.00840603560927	0.387485177833
o	0.00214544219096	0.00250355919067	0.0122025987056	0.0149083468798	0.0939054875253	0.265463748154	0.00909026980309	0.599780559278
r	0.00363768942432	0.00399712922156	0.0156796742019	0.0132239461266	0.0466190857418	0.181801892718	0.048176027201	0.686864573093
à	0.00435207142811	0.00480692390719	0.025895666734	0.0224121833755	0.0311346525139	0.143960072239	0.0889025544003	0.678535911031
</S>	0.00251237264405	0.00289799095359	0.027149388367	0.0267008246878	0.016336033157	0.125965248119	0.0866139752001	0.711824205515
