 	Marisa	e	Nico	ee	non	hanno	mangiato	mai	</S>
M	0.95158172	0.0203115975	0.0114353693	0.00830914546375	0.0046238864948	0.00151337355835	0.000110036859	0.0005120740269	0.001602668743
a	0.971353076667	0.0184417805	0.00439007531667	0.00295358059708	0.00157785593313	0.000506280294017	4.4217654e-05	0.000172548788633	0.000560492326333
r	0.714928178889	0.132911887833	0.0363746214556	0.0440518986657	0.0252097517494	0.00528826750034	0.0330751349697	0.000663991491278	0.00749623759211
ì	0.327448156296	0.420931849278	0.0623655351519	0.0844700428886	0.0394226039165	0.00850603483345	0.0451894856566	0.00111592055376	0.0105503681974
s	0.163773480432	0.552765063093	0.0568736850506	0.0734444356295	0.0327800593055	0.0304188999445	0.0754884258855	0.00203768997459	0.0124182670658
a	0.0826017653773	0.663263881031	0.0497727350169	0.0448077356432	0.0246257626352	0.0361018657142	0.0844872652878	0.00205587454623	0.0122831317592
e	0.0280681415258	0.63752646701	0.241452426339	0.0384363576477	0.0095050628784	0.0120439483047	0.0281780900886	0.000685710626143	0.0041037849463
N	0.0100018807086	0.36614317567	0.519681862113	0.0816030892159	0.0074634220928	0.0040540851889	0.00943235459953	0.000232866759748	0.00138723039477
ì	0.0046509851362	0.20072579189	0.594595174038	0.182460576405	0.0123790310309	0.00140913892963	0.00320074716318	8.6408668916e-05	0.000492168839923
c	0.0028180435454	0.10732966163	0.674975411346	0.187023338802	0.0111092487436	0.00054076071321	0.00123935240106	0.00260712274364	0.012357114865
h	0.00703829681513	0.05966830821	0.820497340449	0.0863309846007	0.0046888402812	0.00025756139107	0.000688127010353	0.00367373138121	0.0171568332883
o	0.00804404698504	0.0258548094033	0.61345217215	0.3061655332	0.0343648807271	0.000388552460357	0.000489734946784	0.00151032568707	0.00972998276277
e	0.00285019817501	0.0103594881344	0.241138549383	0.560687507733	0.176414965576	0.000849781820119	0.000604644715595	0.000567787547023	0.00652712347426
n	0.00208618819167	0.00739935537813	0.156042003128	0.476515659244	0.236270041859	0.00338853447337	0.00288227475187	0.047426713407	0.0679892503781
è	0.00265941873056	0.00635750292604	0.118994023376	0.359255116415	0.25309965062	0.0846348241578	0.0190338970506	0.064701944669	0.091263614126
c	0.00485603291019	0.00772242744201	0.0873531301253	0.285739822138	0.302268710207	0.149297750053	0.0384632540169	0.054251938423	0.0700468753753
h	0.0244456146367	0.0237550054807	0.161305690042	0.257628400713	0.217473726736	0.121588028684	0.038235840339	0.0542290954743	0.101338545125
u	0.0279664915422	0.0240245684069	0.142135974914	0.185046134904	0.130483648912	0.282425539561	0.0923573724463	0.0243842431581	0.0911760350417
n	0.0122788141774	0.0112015453823	0.0533872812047	0.0771005446347	0.107342356304	0.461127913187	0.205958624149	0.0210074697194	0.0505954866806
f	0.0127352303925	0.0201338777941	0.0443601684016	0.0560766655449	0.0881019454347	0.368231431062	0.222710791383	0.0833753932398	0.10427452056
a	0.0100124071235	0.0202179341514	0.0360823351005	0.0408391421816	0.0526903918116	0.320797810354	0.168129040461	0.18101588108	0.17021508352
m	0.00411005493383	0.00775015413713	0.0140427493335	0.0185576385605	0.0334940139372	0.370944760118	0.276220790154	0.163968947027	0.110910899607
è	0.00299977514461	0.00389240884571	0.00680364047783	0.0120018823535	0.0361131323124	0.377531056706	0.373246956718	0.106819632342	0.080591504969
n	0.0136067619815	0.0115996992152	0.0141675921926	0.0193981837845	0.0446486027708	0.361817805569	0.363133785573	0.0918050627807	0.079822513323
a	0.0162937535288	0.0137703443151	0.0162087813142	0.0188864767615	0.0338432660569	0.23585312719	0.268647028524	0.24152206626	0.154975162774
m	0.00615641191127	0.00534248871503	0.0062718696214	0.00747089768717	0.013828373919	0.112635844397	0.139261994508	0.51342764542	0.195604482258
a	0.00275826494909	0.00248227880334	0.0028818074638	0.00354104671572	0.00676221521633	0.064060006599	0.0866834355027	0.60411006514	0.226720882086
i	0.0010011211417	0.000913888229447	0.0010191001446	0.00132003561857	0.00301224198211	0.024536253833	0.0428961391676	0.498854111713	0.426447094029
</S>	0.00061002164085	0.000553102259723	0.0005627580723	0.000806126549285	0.00242397214106	0.0142732816665	0.0352174670838	0.407877465856	0.537675797014
