 	non	ho	scritto	mai	una	lettera	al	mio	fratello	</S>
e	0.93310866	0.058381449	0.00200778675	0.001224256	0.001679256665	0.000118748685	0.002202173454	0.0010408389925	1.07901688e-05	0.00022599564025
n	0.65832614	0.078313643	0.0716653119833	0.142778851533	0.0319769238317	0.006107843095	0.00134590782067	0.00117318265917	0.00185256625347	0.00645955816692
è	0.335298503333	0.286873454333	0.118480183994	0.194550338178	0.0432466980439	0.00809505012933	0.00115471309356	0.00126441957639	0.00247225237549	0.00856435768564
g	0.186755833444	0.430885234778	0.246487387998	0.110636569059	0.0173246137813	0.00271934749811	0.000489211901187	0.000474669171463	0.0011400141495	0.00308712882521
r	0.0794674428147	0.327630194926	0.482535515999	0.0951863500197	0.0090355067271	0.000967698550037	0.000194471690396	0.000203939006488	0.0026564731165	0.00212241724174
a	0.0358442320382	0.201195730309	0.494748038666	0.244865185007	0.018020585709	0.000510287610012	0.000156748143465	0.000159246362163	0.00286779895883	0.00163215551058
t	0.0211390244461	0.085003317103	0.411669119555	0.415820638336	0.0341214462363	0.00233295303667	0.00646141855449	0.00901699158739	0.00793443457294	0.00650065793353
s	0.0187688698154	0.150985404034	0.322336803185	0.352736789445	0.0408465997454	0.00593467244556	0.0230403555182	0.0454850978625	0.0179232068576	0.0219421953112
a	0.00962553868513	0.164336889011	0.181971561062	0.438907149815	0.0899296622485	0.00654557001519	0.0234054166727	0.0496923622542	0.0143032394292	0.0212825773037
m	0.00812772764171	0.0654914530037	0.165932950354	0.568766863272	0.126250154083	0.0187184172051	0.0110926798909	0.0186593653847	0.00613327895307	0.0108271003012
à	0.0212931222139	0.0380681960012	0.220601400118	0.408669751091	0.200774911361	0.0618927770684	0.0217872771303	0.0136941981282	0.00349881543102	0.0097195743004
i	0.0208439821463	0.0211344531671	0.153578690453	0.18734069303	0.482613883787	0.0886487290228	0.0272136820434	0.0115035723761	0.00126981382694	0.00585250563347
è	0.00764328562377	0.00740459248903	0.0528073897977	0.0797757763433	0.597626407929	0.219248258341	0.0263780453478	0.00651345369203	0.000427726307913	0.00217507504449
n	0.00760711470792	0.010441565763	0.0669169391659	0.113736488114	0.455718215976	0.26875136278	0.0244860405826	0.00464160056401	0.00245288833164	0.0452477748482
a	0.00701487186931	0.011412693041	0.0707219757886	0.120308262038	0.365363098659	0.16438640426	0.135368578994	0.045862868288	0.00687905554388	0.0726821816161
g	0.00443559015644	0.00663701780033	0.0348886329962	0.0643021866793	0.25706994622	0.172997744753	0.284568692998	0.0689481444293	0.00932059284796	0.096831463872
r	0.00543714261881	0.00903799660011	0.0255651273321	0.0488384172264	0.148066122073	0.141966356251	0.262957220999	0.0455857088098	0.021921073616	0.290624831291
à	0.0044283355396	0.00777168213337	0.012563396444	0.0253097994088	0.105678844024	0.279228263417	0.184071880333	0.0535735252699	0.026437961372	0.300936302097
m	0.0116868798465	0.0132737959778	0.019869120148	0.0282231994696	0.083501380008	0.444513861139	0.169926253444	0.0806746684233	0.0397623839573	0.108568441032
m	0.0561427146155	0.0663501636593	0.067072678716	0.0710702074899	0.132537375336	0.295042944713	0.135329215481	0.0686271183078	0.0529895619858	0.054838002344
a	0.0615162108718	0.0750613596864	0.0683772267053	0.06837238013	0.141814566112	0.128515282571	0.184206982827	0.158041568269	0.0397958013286	0.0742986307813
s	0.0270427386239	0.0337915656955	0.0290740803684	0.03003727601	0.0681924793707	0.0749984641903	0.207306710942	0.222218299423	0.0890333671095	0.218305033594
o	0.015463425647	0.0190410020752	0.0157376112181	0.0167594445567	0.0321935907902	0.0471597541968	0.165044113647	0.322950989808	0.105501125036	0.260148932865
n	0.00623211712133	0.0075044428684	0.00656060136803	0.00710673060557	0.0148662045301	0.0285200391989	0.148296995549	0.391692383269	0.242759297679	0.146461169288
a	0.00319222727044	0.0036545947128	0.00352810633934	0.00387376591519	0.00696226621003	0.022675803433	0.076435212183	0.38305766109	0.331709215893	0.164911136429
d	0.00208076498681	0.00224313239427	0.00224956186311	0.00238172048506	0.00374900497001	0.0126677111777	0.0397304127277	0.329046933697	0.450886738631	0.15496403381
e	0.00169439795227	0.00176363765809	0.00180665355237	0.00186533380835	0.00252867212334	0.00892151505923	0.0219104749092	0.191150711232	0.472547259544	0.295811389603
r	0.00151851114076	0.00155017337936	0.00146401814879	0.00145530348278	0.00181614464111	0.00511100855308	0.0130993301364	0.128394060411	0.478462683181	0.367128806534
f	0.00148418132025	0.00233873235979	0.0014764804896	0.00147792414093	0.0023855753137	0.00364460268436	0.00908477421213	0.0508029174703	0.451696937727	0.475607912178
ò	0.00111160074675	0.0021309899866	0.00103188203653	0.000996637746977	0.00298345640457	0.00863993252812	0.00693865283738	0.0232080748234	0.321976055909	0.630982764059
m	0.00409321794892	0.00415117799553	0.00387779121218	0.00368746720233	0.00525484193486	0.0159996768427	0.00765449871246	0.0255142866078	0.51881787197	0.41094920802
m	0.0210386496496	0.0222618139985	0.0200098064041	0.0184987394008	0.0224606049783	0.0183238702809	0.0137841702375	0.0279862045359	0.46440754399	0.371228612673
u	0.0236506895965	0.0254340811328	0.0223320919814	0.0204637262869	0.0251933509361	0.0135220621403	0.0113111180725	0.015837473112	0.277617364663	0.564638070891
</S>	0.0120069393683	0.0129743877664	0.0113128882607	0.0103364798734	0.012771099383	0.00703114314015	0.00576481502625	0.008666380456	0.255260757331	0.663875160445
