 	non	aveva	da	stare	</S>
e	0.97797805	0.0102115686	0.0010498049	0.008323324436	0.0024372694
n	0.67981047	0.0055882076	0.0404147451	0.027123059436	0.247063496
ì	0.253769983	0.324012870533	0.0576309513667	0.034213665812	0.330372525067
c	0.0928025065333	0.678554206844	0.0951820934556	0.0173724762707	0.116088735756
h	0.0362137830444	0.751777292281	0.145152081152	0.0131845018569	0.053672336252
e	0.0160764993481	0.536121088427	0.380424053717	0.0359431253856	0.0314352254173
n	0.0256718157827	0.207598960476	0.661978984572	0.0843544551285	0.0203957841391
a	0.0279426597989	0.088089288452	0.469532538857	0.399301338376	0.0151341739797
s	0.0215479741376	0.0336635637773	0.199906756952	0.724648936125	0.0202328029266
t	0.0195458120625	0.0161184977924	0.107113337717	0.834696392042	0.0225259753089
a	0.00665379699783	0.00600281202847	0.037245962439	0.938226434014	0.011870959103
s	0.0113618509596	0.00225457927382	0.0172220269463	0.779876848005	0.189284664034
ì	0.0132975026532	0.00123091694794	0.0127641285488	0.419190356002	0.553517068011
</S>	0.0072025388266	0.00097702970897	0.0102697311244	0.243182118001	0.738368554006
