 	la	madre	e	il	padre	non	è	non	è	che	li	dimentichiamo	mai	perchè	ci	hanno	dato	la	vita	e	amore	</S>
i	0.751117285	0.2080639375	0.0025671868	0.0074430535	0.0050508393	0.0008519576995	0.00304168763945	0.000616169952305	0.00260152302979	0.000789769606429	0.00916387561575	0.00018871270485	0.00162331360367	0.00355983675752	0.000394213208485	0.000569048054371	0.00139654221373	0.00036120208917	0.000383576977642	4.39100502541e-05	2.15057644275e-05	0.000150882203472
m	0.508540025	0.198176712167	0.0806634212333	0.0779478401667	0.117790113967	0.00486971066617	0.00237774463945	0.00110991851897	0.00101741516979	0.000305158866429	0.00325513770242	6.35623031833e-05	0.000577986173672	0.00118760155162	0.000957262141818	0.000197280600038	0.000466447408864	0.00013777773917	0.000144382410975	2.87633689208e-05	7.21311904087e-06	0.000178580833472
à	0.339339081667	0.150128187056	0.204572160411	0.117649735389	0.173420962322	0.00653113128872	0.00235869227982	0.00133358420299	0.00053070429993	0.00015316232381	0.00138834314747	2.82033193944e-05	0.000260572781224	0.00040214624264	0.00128428927394	7.6830077346e-05	0.000157335371288	7.44854110567e-05	8.0493926325e-05	2.87329306403e-05	2.65617074696e-06	0.000198560108491
n	0.443526840556	0.149835617352	0.251703120137	0.070965434463	0.0770429545407	0.00254910789957	0.00107522899327	0.000535914059663	0.000279175149977	8.55190796033e-05	0.000649872109157	3.07070814648e-05	0.000161364567075	0.000163226197213	0.000635924211313	9.6645830782e-05	7.6834258296e-05	7.35148266856e-05	7.13055481083e-05	6.37280458801e-05	3.30853717023e-05	0.000344880713497
a	0.361144236852	0.0814784644507	0.248123683379	0.276050058821	0.0295948422802	0.00114560231986	0.000458787576757	0.000217959962554	0.000154620490159	5.37173320011e-05	0.000301813681686	2.52180784449e-05	9.75601766483e-05	7.82732395733e-05	0.000314486980438	9.98120676573e-05	4.90759189551e-05	6.20555566085e-05	5.25334508461e-05	7.04065931054e-05	4.30235624348e-05	0.000383760526366
c	0.127298756951	0.0386872611502	0.366016371126	0.413955439607	0.0286447474267	0.000899360339953	0.00139389027125	0.000421836834851	0.00151508332355	0.0005392748528	0.00210428977253	8.15570657716e-05	0.000989184393173	0.00049566523536	0.00125589154348	0.00133687573995	0.000635816977841	0.00141884295825	0.000981477115092	0.00237638555885	0.000568495539346	0.00838348563066
e	0.0472465614837	0.0180778483834	0.418197170375	0.450476119869	0.0332176981422	0.000784927243318	0.00175886111042	0.000507697591617	0.00198517165285	0.000707627064933	0.00272024249984	0.000101979691424	0.00129174514539	0.00063547492202	0.00155244362116	0.00175116027922	0.000831520525404	0.00187146994908	0.00129152736886	0.00314524815712	0.000744225447282	0.0111032762036
o	0.0168687564412	0.0078558536278	0.237951934458	0.61979939329	0.102259863047	0.00386962476111	0.000813153776807	0.000226161278539	0.000684162796283	0.000244315434844	0.00092500071048	3.58105099547e-05	0.00043701891903	0.000212591606743	0.00084094961372	0.00058598532854	0.000277317396173	0.000624435637473	0.000431204577433	0.00104868304478	0.000248662804534	0.00375916802387
c	0.00895827042707	0.00708988837593	0.189957775819	0.529820297763	0.196402607682	0.0102578142537	0.00414857731227	0.00062594099418	0.00194103196576	0.000389516687481	0.00145772887169	5.83113566316e-05	0.000667384429243	0.000334969258084	0.00147217860457	0.000700750045747	0.000396193186972	0.00105529980394	0.000626065449791	0.00344723736983	0.00579184952278	0.034400351304
i	0.00714235277569	0.00828921645864	0.19320779194	0.521497412588	0.176119835894	0.0179264950846	0.00610255563742	0.00098109909806	0.00257975530192	0.000530657305827	0.0017725903239	0.000101214727211	0.000786259053081	0.000408929129361	0.00146237476819	0.000771265591916	0.000443722204324	0.00121127088798	0.000697422445264	0.00425365696461	0.00773282402426	0.045981346868
ù	0.0134453190586	0.00682588915288	0.110120717313	0.569146000863	0.159897955298	0.0848996410282	0.0123268994125	0.00268286809935	0.00174320574731	0.000409169475276	0.0016467397413	0.000116843700737	0.00088824379436	0.000261304659787	0.0114769683227	0.000387599347305	0.000210309180108	0.00167335851599	0.000719784110421	0.0015476226562	0.00268584564942	0.0168878159693
r	0.0202931990195	0.0110641937176	0.074586636771	0.344200894954	0.174416328433	0.125354050343	0.0229219331375	0.00846678493312	0.0130938845824	0.00435550043176	0.0146870900471	0.000214685766912	0.0122205452981	0.00357652889326	0.0487738907742	0.0214675347558	0.0113601596967	0.0389982420053	0.00937252537014	0.0106012803787	0.00158390197447	0.0283902992364
i	0.0126173607932	0.0101473825925	0.0436034191237	0.140305682985	0.147575479478	0.327281690114	0.0407613390458	0.0116558626444	0.0165366255841	0.00555135469392	0.018175767539	0.000200224007071	0.015446438396	0.00459382726009	0.0509584497914	0.0284021757953	0.0150256035082	0.0502352431118	0.01219344949	0.0135249229229	0.00120382528282	0.0340039020788
e	0.0044509002844	0.00351772043083	0.0154359217412	0.0601841233283	0.133990033159	0.590356046705	0.0787730443486	0.0159326965481	0.0065184737847	0.00195619282797	0.00617001103967	7.11984231237e-05	0.00520389593533	0.0015394850787	0.0216199061305	0.00948479121177	0.0050142828674	0.0168193326859	0.00454112357667	0.00454433947463	0.000405936270473	0.0134705475263
n	0.0033205939948	0.00453055502361	0.0149211334137	0.0395021011094	0.154342224386	0.530094375568	0.13179299145	0.0316291341827	0.0149772824616	0.00213859608932	0.00548173468322	5.13712270412e-05	0.00274315128511	0.000738429422567	0.0149050033768	0.00403414147392	0.00196049825447	0.0072310857673	0.00183965090556	0.00233282439521	0.000283931051691	0.0311491803421
è	0.00286477717827	0.00526722497454	0.0146192943712	0.0261161095031	0.117696331129	0.358209918523	0.288966580483	0.0811488413942	0.0316791001539	0.00504895479644	0.00786936156107	0.00104000232568	0.00223914372837	0.000838781074189	0.00897576099227	0.00226635368797	0.00099438995149	0.00411826152243	0.00090659678852	0.00160453283974	0.000309854643897	0.037219812314
e	0.00165270990609	0.00370083782485	0.0054326449904	0.0114995934344	0.0528520587097	0.266226279508	0.421513930161	0.151726893798	0.040822506718	0.00573107813215	0.00752375318702	0.00138931714856	0.00133979815279	0.000674221901396	0.00926767186409	0.000836601444657	0.00039221208983	0.00165752575414	0.000590859716173	0.000801576797913	0.000183302513632	0.0141846764713
n	0.00169106330203	0.00443181214162	0.00341256706347	0.0070086549448	0.0317122949032	0.183999651503	0.363262700054	0.205342324599	0.098555492906	0.0196144195774	0.016102795729	0.00114130438952	0.00170272719426	0.00116325981047	0.010142337688	0.000828654366886	0.000780936779277	0.00154082979805	0.000656226825391	0.00160222554264	0.00121302278688	0.0440947689904
è	0.00134851861068	0.00489660484721	0.00245437072116	0.0039662298816	0.0153211672344	0.093219907501	0.272333936685	0.242602591533	0.196607287635	0.0494935651925	0.033326914243	0.00607425532984	0.00542330146475	0.00460999747016	0.00587745482933	0.0012661533223	0.00127458382643	0.00166965076602	0.00061447631513	0.00176514865421	0.00190579376229	0.0539481175301
n	0.00284831471356	0.00821607574907	0.00330959550705	0.0041913147272	0.00996503001147	0.0602800898337	0.199981198895	0.296178570511	0.222175129212	0.0786349303975	0.0351462337477	0.00857314810995	0.00791637722158	0.00640036265672	0.00514892367644	0.00157753110743	0.00135400300881	0.00137401455534	0.00063873687171	0.00136955862474	0.00299058378743	0.0417303003767
o	0.00321306483119	0.00799309344969	0.00354595572902	0.0040619358424	0.00767615163716	0.0378687067112	0.126383807965	0.290756626837	0.244870246404	0.114649686799	0.0821874422492	0.00711323936998	0.0111479834739	0.00636909138557	0.00516134075881	0.00160605743581	0.0012706829496	0.00130724428511	0.000687214427237	0.00159874634158	0.00301008290148	0.0375216150256
s	0.00280010153706	0.00780852701656	0.00279336770301	0.00317779251413	0.00498176064572	0.0183305530037	0.0720830443217	0.211062808946	0.219278915468	0.171378092266	0.133518877416	0.0615058481233	0.029781499158	0.0142655074619	0.00751062058627	0.00386641754527	0.0015800535632	0.00178717392837	0.000913687799079	0.00251229604719	0.00979427307283	0.0192687762419
c	0.00269735187235	0.00752940039885	0.00266619856767	0.00308380834804	0.00407578050191	0.0114767736012	0.0532829647739	0.149966532982	0.199821908489	0.245913014089	0.118375130805	0.0828332727078	0.0319300980527	0.0224466424873	0.00695196942876	0.00445813071509	0.00188489372107	0.00170715738279	0.000907714273026	0.00252967244906	0.0121398872909	0.033321668414
