 	l	ho	sentito	che	viene	</S>
o	0.98539375	0.012843979	0.000484781835	0.00035932895475	0.000318731416	0.000599433655
n	0.7117495	0.014558182	0.003122404335	0.0127142755881	0.0729187905027	0.184936826488
ì	0.312852781	0.27718708	0.0426348092783	0.0173421420294	0.102566360834	0.247416842829
k	0.213603224667	0.463529816667	0.185403948093	0.00948555684313	0.0422226687447	0.0857548373763
u	0.163678091689	0.272621186556	0.444990216031	0.0256290839477	0.0569348607149	0.0361466325588
s	0.077746542363	0.127626317852	0.447537978677	0.262459581316	0.0631917965716	0.0214378458529
a	0.0469125617327	0.063894999284	0.204550292892	0.604983273772	0.0405163818572	0.039142483951
n	0.0200820935226	0.0284120350947	0.100547952297	0.750640634591	0.0558797639524	0.0444374719837
a	0.0111571338709	0.0166251432116	0.0658088254323	0.69805752153	0.113616357984	0.0947349833279
r	0.0166507103203	0.0192665142505	0.0518039118108	0.531445773843	0.257621065995	0.123211967776
t	0.0190854856401	0.0252892824168	0.0501434032703	0.314929239281	0.509815098665	0.080737442592
i	0.00700907322003	0.0138874111489	0.0274554359234	0.135978390094	0.727754676222	0.087915000864
</S>	0.00351265532001	0.00708980208945	0.0152098062117	0.083384088547	0.792098688111	0.098704940432
