 	non	ho	cosa	a	fare	</S>
e	0.979904	0.0113724845	0.00137363075	0.004732680188	0.0004996807065	0.002117513075
n	0.711336626667	0.0090130745	0.01988290425	0.0954290355213	0.0052999448065	0.159038413208
è	0.303539636889	0.265064841167	0.08605836275	0.126422548307	0.0070459136155	0.211868692636
c	0.116567980963	0.407364523722	0.32803315425	0.0487468799023	0.0219833552185	0.077304119112
h	0.0447777789877	0.235929476241	0.589278941417	0.0227509726341	0.0691054974062	0.0381573520373
o	0.0204301596626	0.137804209414	0.657628137139	0.087073462878	0.0735841224687	0.0234798973458
t	0.0595452018875	0.0837283838047	0.484839009046	0.116613986959	0.129715234156	0.125558153449
i	0.0705469759528	0.0460214110149	0.207546378665	0.37056726832	0.140948182719	0.164369743483
k	0.0247956598746	0.017433003285	0.0761067385383	0.46872238944	0.330244375573	0.0826978074943
à	0.0140307151915	0.009848483295	0.0354546515128	0.195791410813	0.634291125191	0.110583589831
m	0.0145831443972	0.0116542660983	0.0230892725043	0.0888243636043	0.752931275064	0.10891767861
i	0.0103059932371	0.0103002516828	0.0155572140648	0.0388868958681	0.577018311688	0.34793137487
</S>	0.00519800927555	0.0052045038164	0.0078283668774	0.023950891434	0.327902385844	0.629915887435
