 	non	aveva	cosa	a	fare	</S>
e	0.96213025	0.02809746575	0.00107780855	0.0062060050425	0.0004357502335	0.002052576692
n	0.70799709	0.0129078480833	0.0309106468833	0.113253711042	0.00846968470017	0.126460959359
ì	0.296366251333	0.318085269028	0.0568848809611	0.149158260181	0.0112486640434	0.16825669382
c	0.105555063444	0.589290909676	0.184212518987	0.0516995505603	0.00950678982447	0.05973519764
h	0.039354464148	0.545218493225	0.339533959662	0.0192823136534	0.0299952939415	0.0266154675467
e	0.0182319620493	0.381884931075	0.513636263221	0.0351880273511	0.0338733019805	0.0171854991822
t	0.0623292666831	0.156134914025	0.490177564407	0.051105869117	0.0711189113268	0.169133497061
i	0.074537966407	0.057406064285	0.212489026469	0.353371216372	0.0815419734756	0.22065380202
k	0.026422908215	0.0220325410383	0.085412993823	0.482134532124	0.283802524192	0.100194555673
à	0.0192466436383	0.0137924360128	0.0506308832743	0.233486150708	0.536316874731	0.146527043891
m	0.0203725422128	0.0152688553376	0.0353060280914	0.119062366236	0.66383642491	0.146153802964
i	0.0119411489276	0.0121713153292	0.0213555103905	0.052252506412	0.55669181497	0.345587705988
</S>	0.0060708587488	0.0061357909896	0.0107725242353	0.033909975706	0.332570667485	0.610540167994
