 	mia	mamma	e	mio	padre	non	andarono	mai	in	Grecia	</S>
i	0.67541782	0.31484765	0.0017677397	0.00110358102	0.0023021724625	0.000761111378	0.00347142792875	0.000198861791143	8.23269263549e-05	7.689302357e-06	3.96414230085e-05
m	0.455952026667	0.31917635	0.131586649033	0.0517192664533	0.0348061928958	0.002883092178	0.00307617179542	0.000344112101143	0.000186952223022	2.66511823033e-06	0.000266519891009
à	0.258848908889	0.432539116667	0.185338763011	0.0690106208511	0.0463318233986	0.00363393058267	0.00332028503181	0.000404806107714	0.000227852407674	9.9442122411e-07	0.00034290346767
n	0.247681186296	0.606506695556	0.10132608767	0.0244144493504	0.0164077350229	0.00131285427422	0.0015677255506	0.000230547643238	0.000314330672558	3.98375201537e-06	0.00023439642989
a	0.226694262432	0.513771181852	0.20908806589	0.0407998301501	0.0073366294643	0.000826858181407	0.0007668634802	0.000171346267746	0.000339434124519	4.99328035612e-06	0.000200494958963
m	0.0875641764773	0.319747728951	0.47098160863	0.106424606717	0.0091610034881	0.000768826093802	0.00128308025007	0.000581002675915	0.00210012945184	5.36155780304e-06	0.00138239651199
u	0.0342176823591	0.118767781317	0.590540979543	0.232041955572	0.0168108161627	0.000957350431267	0.00145251151002	0.000719581948638	0.00268925288161	5.50058216568e-06	0.001796498134
c	0.0139307779864	0.0501673809723	0.572845859848	0.309633801857	0.0318394857209	0.00116679249042	0.00405662703001	0.000743466472879	0.00429041202487	0.00026749214662	0.0110578424747
e	0.0065827662288	0.0199709770908	0.478348139949	0.422095580619	0.0458794425736	0.00174696914347	0.00491412620334	0.000755006252626	0.00483183252596	0.000355645944473	0.0145194833582
o	0.0029305672096	0.0096812660636	0.268058169316	0.427596710206	0.234064430858	0.0311003169145	0.0188852219278	0.000631864712542	0.00166558443632	0.000119443425511	0.0052664264614
c	0.00365874313653	0.0060368418212	0.229742172439	0.306481286735	0.333048416953	0.0442878533048	0.0505873929759	0.00100836060418	0.00281493888877	0.000270943326924	0.0220630426291
i	0.00400570727884	0.00444428037373	0.232677780813	0.409003598912	0.222460012318	0.0452509254349	0.0450654843253	0.000834142551393	0.00322975510292	0.000359297562308	0.0326689838764
