 	lo	sentii	che	viene	</S>
t	0.984289025	0.006883345	0.00376676305	0.00119505493	0.0038658511
o	0.961052191667	0.025577791	0.00751909085	0.00338059557667	0.0024703637
n	0.696551387222	0.0521505283333	0.0193141442833	0.0501725231922	0.1818114013
ì	0.309513598074	0.336874796111	0.0214206598944	0.0881694223974	0.244021502267
k	0.367691061691	0.443757508704	0.0279980827648	0.0608197861325	0.0997335679223
u	0.390205209897	0.254906746235	0.0430273912549	0.222142136044	0.0897185179741
s	0.182925612632	0.219096842078	0.224989322085	0.279916064681	0.093072162658
a	0.103150022921	0.136670392393	0.579836660695	0.11713544856	0.0632074925527
n	0.0405572893503	0.056861273831	0.671505630232	0.185474923853	0.0456008938509
a	0.0197811805634	0.0347860146103	0.522288750077	0.277271881284	0.145872169284
r	0.0208893113011	0.0398252655368	0.410356843359	0.353679667095	0.175248926428
t	0.0223293206004	0.0381937901789	0.270027244453	0.545899522365	0.123550152143
i	0.0086420386188	0.0149076967463	0.131109213484	0.658253260788	0.187087810714
</S>	0.0043419166874	0.00788793890315	0.087024024742	0.670025860394	0.230720285357
