 	dovevo	comprare	pane	ogni	giorno	</S>
ì	0.9908298	0.00305951325	0.0012335169	0.00312973675	0.00010652555	0.001640706575
c	0.8636089	0.08495876575	0.00172894813333	0.01086282975	0.00946595275667	0.029374456075
h	0.822613	0.11081486305	0.00164580225378	0.0132484629587	0.0127076715456	0.0389700943583
a	0.618621704333	0.35587281215	0.000719749913927	0.00505351942823	0.00537122090853	0.0143609329194
n	0.312722355778	0.621446137383	0.000707982491309	0.00315158614274	0.0300954104028	0.0318765067731
a	0.211890386259	0.704550712461	0.00059432061377	0.00241743778091	0.0391327678009	0.0414143349244
v	0.0965611890863	0.731645957487	0.0776588952546	0.0047972020603	0.0203245396003	0.0690121876415
o	0.0575501943621	0.686248039162	0.106293421752	0.0133108933534	0.0252618012001	0.111335629214
r	0.111641636787	0.676520466387	0.0604196972507	0.0223063467845	0.0253590324	0.103752803071
à	0.124923388262	0.422599404796	0.22946402575	0.136692094262	0.0160035541333	0.0703175410237
s	0.162513282087	0.283074657599	0.322442518583	0.178370041421	0.0135744790444	0.0400250513412
o	0.168192674029	0.249851617533	0.397848672861	0.110381593807	0.0126299726815	0.0610954867804
t	0.0891224646763	0.157916854178	0.56927785762	0.104366571269	0.0165839495605	0.0627322802601
s	0.0705982505588	0.130523504726	0.665594309207	0.0656819449897	0.0161057432868	0.0514962177534
o	0.0325467158196	0.070633253242	0.649548183069	0.0655256028966	0.0224773771956	0.159268860918
m	0.0214464785732	0.0427806877473	0.617522084356	0.117705100966	0.0279343777319	0.172611265973
ì	0.0583149961911	0.0406778895824	0.453714929785	0.284869933655	0.0625930465773	0.0998291956577
k	0.20975762873	0.0837076851941	0.173192658262	0.371664977885	0.0804768308591	0.0812002192192
u	0.22044478671	0.0897239309647	0.092866203754	0.431321625962	0.0466239452864	0.119019509073
à	0.0759619720367	0.0321014959882	0.0487433327513	0.548009141987	0.0997575447621	0.195426499691
i	0.0267399233556	0.0120097142294	0.0182270820838	0.432278170662	0.295892781587	0.214852299897
m	0.0102193284285	0.00609258267647	0.0116066290279	0.235945813554	0.442354523862	0.293781109966
è	0.00979902177617	0.00697016169216	0.00888326734263	0.208482944518	0.434263647954	0.331600966655
r	0.00897452742539	0.00622452689739	0.00417355758088	0.178740471506	0.510621182651	0.291265742218
i	0.00355073897496	0.00274860151246	0.00220483217029	0.063140043402	0.41187658755	0.516479214073
</S>	0.00178145648723	0.00138892807623	0.00122423285014	0.032670376051	0.214614183775	0.748320857037
